ID,Name,Rank,Rarity_Score,Agility,Armor,Attributes,Aura,Background,Body,Eye,Face,Force,Helmet,Intelligence,Jewelry,Mouth,Rank,Scar,Type
1135,TezoTrooperz #1135,534,620.5617138809553,85,Viking Yellow,12,,Background Gradient Orange,Body 4 Yakusa Yellow,Eyes 2 Brown,,90,Hairs 6 Black,70,Ronin White,Mouth Smoke,Long Range,Scar 10,
811,TezoTrooperz #811,535,620.1902607763843,90,Samurai Green,12,,Background Gradient Yellow,Body 2 Dragon Grey,Eyes 3 Blue,,95,Ronin Purple,60,Plate LongRange,Mouth 5,Warrior,Scar 6,
261,TezoTrooperz #261,536,619.572241134401,80,Cowboy Gold,13,Blue,Background Motif Purple,Body 1 Massai Black,Eyes 1 Blue,Commando Beard _ Mustache Blond,90,CowboyHat Gold,80,,Mouth 3,Troop Leader,Scar 5,
1007,TezoTrooperz #1007,537,619.1624299341313,90,Viking Yellow,14,Red,Background Line Red,Body 3 Massai White,Eyes Cyber 9,Cowboy Beard _ Mustache Blond Light,95,Ronin Gold,60,Viking Gold,Mouth 4,Warrior,Scar 2,
537,TezoTrooperz #537,538,618.298723948109,90,Samurai Gold,13,,Background Motif Red,Body 1 Fanatic Red,Eyes 2 Red,Mask Skull Green,95,Hairs 2 Black,60,Massai Blackmetal,Mouth 3,Warrior,Scar 8,
1402,TezoTrooperz #1402,539,616.577926739226,85,Geisha Gold,13,,Background Gradient Green,Body 3 Fanatic Purple,Eyes 4 Green,MakeUp Indian Red 3,90,Hairs 2 White,70,Bullet White,Mouth 4,Long Range,Scar 9,
1236,TezoTrooperz #1236,540,616.2914593781825,90,Ghost Grey,13,,Background Motif Green,Body 1 Massai Black,Eyes 4 Brown,MakeUp Indian Red 1,95,Hairs 2 Blond,60,Viking White,Mouth 3,Warrior,Scar 7,
659,TezoTrooperz #659,541,615.7173205476912,80,Ghost Green,14,Yellow,Background Gradient Yellow,Body 4 Black CyberSkin,Eyes 3 Brown,Mask Skull Red,90,Cowboy Orange,80,Military Plate Futurist Blue,Mouth 2,Troop Leader,Scar 10,
571,TezoTrooperz #571,542,614.9705789283415,75,Mercenary Black,12,,Background Gradient Orange,Body 4 Massai Yellow 2,Eyes 2 Red,,90,Viking Black,85,Logo Grey,Mouth 1,King,Scar 4,
81,TezoTrooperz #81,543,614.6574020012038,90,Ghost Black,12,,Background GradientNoise Yellow,Body 1,Eyes 2 Green,Mask Red,95,Mercenary No Glass Purple,60,Plate TroopLeader,Mouth 2,Warrior,,
1147,TezoTrooperz #1147,544,614.3233344498751,75,CowboyGear Black,11,,Background GradientNoise Yellow,Body 1 Gold CyberSkin,Eyes 3 White,,90,Cowboy Red,85,Massai Blackmetal,Mouth 4,King,,
1471,TezoTrooperz #1471,545,613.9171856241951,90,Cowboy Orange,12,,Background Line Red,Body 3 Fanatic Green,Eyes 1 Yellow,Cowboy Beard _ Mustache White,95,,60,Viking Blackmetal,Mouth 5,Warrior,Scar 3,
138,TezoTrooperz #138,546,613.3686349186846,90,Cowboy Gold,14,Pink,Background Line Red,Body 3 Viking Red,Eyes Cyber 8,MakeUp Indian White 2,95,Viking Green,60,Ronin Gold,Mouth 2,Warrior,Scar 5,
773,TezoTrooperz #773,547,613.3573342330102,85,Viking Blue,12,,Background GradientNoise Yellow,Body 2 Fanatic Yellow,Eyes 2 Blue,MakeUp Indian Purple 3,90,Hairs 2 White,70,Viking Gold,Mouth Smoke,Long Range,,
339,TezoTrooperz #339,548,613.3419372508497,75,Commando Green,14,Green,Background Gradient Orange,Body 4 Viking Black,Eyes 3 Brown,Cowboy Beard _ Mustache White,90,Hairs 2 Light Blond,85,Viking Metal,Mouth 1,King,Scar 8,
1154,TezoTrooperz #1154,549,613.1274937779586,90,Samurai Green,13,,Background Motif Orange,Body 2 Gold CyberSkin,Eyes Cyber 2,Viking Beard _ Mustache LightBlond,95,Viking Black,60,Viking Gold,Mouth 4,Warrior,Scar 10,
230,TezoTrooperz #230,550,612.9334595192041,90,Indian Purple,14,Yellow,Background Gradient Blue,Body 1 Massai Yellow,Eyes 2 Green,MakeUp Indian White 1,95,Ronin Purple,60,Neck Blackmetal,Mouth 4,Warrior,Scar 4,
280,TezoTrooperz #280,551,612.3656957254558,85,Geisha Gold,12,,Background Legend Blue,Body 4 Massai Blue 2,Eyes 1 Yellow,,90,Ghost Green,70,Plate Warrior,Mouth 4,Long Range,Scar 4,
1371,TezoTrooperz #1371,552,612.3351986949442,75,Geisha Red,13,,Background Gradient Yellow,Body 1 Viking Red,Eyes 4 Green,MakeUp Gow Blue,90,Hairs 2 Black,85,Bullet Gold,Mouth Angry,Queen,Scar 1,
1270,TezoTrooperz #1270,553,610.7921320782118,90,Cowboy Blue,14,Pink,Background GradientNoise Green,Body 2,Eyes 4 Green,MakeUp Indian White 2,95,Indian Purple,60,Logo Black,Mouth 1,Warrior,Scar 4,
692,TezoTrooperz #692,554,610.6650854685153,80,Ronin Gold,13,,Background Gradient Yellow,Body 2 Viking Black,Eyes 1 Red,Commando Beard _ Mustache Blond,90,Hairs1 White,80,Bullet Gold,Mouth 3,Troop Leader,Scar 3,
996,TezoTrooperz #996,555,610.6196459118554,80,Ronin Purple,12,,Background Line Green,Body 2 Viking Bluee,Eyes Cyber 8,,90,Hairs 6 Blond,80,Logo Grey,Mouth 2,Troop Leader,Scar 8,
1395,TezoTrooperz #1395,556,609.8868535457402,85,Cowboy Black,14,Blue,Background Gradient Green,Body 2 Viking Blue,Eyes 2 Yellow,Commando Mustache White,90,Hairs 3 Blond,70,Massai White,Mouth 1,Long Range,Scar 5,
1075,TezoTrooperz #1075,557,609.6909968477057,80,Mercenary Cape Gold,12,,Background Motif Purple,Body 3 Viking Black,Eyes Cyber 4,Cowboy Mustache Light Blond,90,Hairs 2 White,80,Massai White,Mouth 1,Troop Leader,,
308,TezoTrooperz #308,558,609.6750157013696,90,Mercenary Cape Orange,13,,Background GradientNoise Yellow,Body 2 Yakusa Green,Eyes 2 White,Viking Beard _ Mustache LightBlond,95,Hairs 3 Black,60,Bullet,Mouth 1,Warrior,Scar 8,
504,TezoTrooperz #504,559,609.5057414495118,90,Indian Purple,14,Pink,Background Motif Green,Body 3 Massai Brown,Eyes 3 Yellow,MakeUp Massai Red 2,95,Hairs 3 Black,60,Logo Gold,Mouth 5,Warrior,Scar 1,
1280,TezoTrooperz #1280,560,609.385410443952,85,Ghost Gold,12,,Background Gradient Blue,Body 1 Yakusa Red,Eyes 2 Green,Cowboy Beard _ Mustache Brown,90,Hairs 5 Black,70,,Mouth 2,Long Range,Scar 9,
258,TezoTrooperz #258,561,609.1541974061466,85,Mercenary Orange,12,,Background Gradient Red,Body 4 Yakusa Yellow,Eyes 3 Yellow,Viking Beard _ Mustache LightBlond,90,SpecialForce Orange,70,,Mouth 1,Long Range,Scar 7,
126,TezoTrooperz #126,562,608.6013194605325,90,Mercenary Cape Orange,14,White,Background GradientNoise Green,Body 4 Massai Brown,Eyes 3 Blue,Viking Mustache LightBlond,95,Ronin Purple,60,Massai Blackmetal,Mouth 2,Warrior,Scar 5,
225,TezoTrooperz #225,563,608.4077258701126,80,Mercenary Cape Orange,13,Blue,Background Motif Gradient Red,Body 4 Dragon Grey,Eyes Cyber 1,,90,Viking Green,80,Massai Gold,Mouth 1,Troop Leader,Scar 9,
167,TezoTrooperz #167,564,608.2144522378132,90,Samurai Black,13,,Background Motif Green,Body 2 Dragon Red,Eyes 1 Brown,Viking Beard _ Mustache LightBlond,95,Hairs 2 White,60,Military Plate Futurist Blue,Mouth 3,Warrior,Scar 2,
604,TezoTrooperz #604,565,607.4986794980581,75,CowboyGear Gold,14,Pink,Background GradientNoise Blue,Body 4 Massai Brown,Eyes 3 Brown,Cowboy Beard _ Mustache Brown,90,Cowboy Black,85,Military Plate Futurist Yellow,Mouth 3,King,Scar 1,
408,TezoTrooperz #408,566,607.4277516480781,75,Queen Base,13,Pink,Background Line Purple,Body 1,Eyes 2 Green,MakeUp Indian Red 1,90,Hairs 4 Brown,85,Logo Black,Mouth Angry,Queen,,
632,TezoTrooperz #632,567,607.2238739000294,80,Samurai Blue,13,,Background Motif Gradient Green,Body 2 Viking Blue,Eyes 1 Green,Viking Mustache Black,90,Ronin Blue,80,Viking Blackmetal,Mouth 4,Troop Leader,Scar 5,
89,TezoTrooperz #89,568,607.0847703855229,80,Indian Purple,12,Yellow,Background Motif Purple,Body 2 Massai Black,Eyes 4 Blue,MakeUp Massai Yellow 2,90,Ghost Grey,80,,Mouth 2,Troop Leader,,
1365,TezoTrooperz #1365,569,606.5388850616368,90,Cowboy Red,14,Green,Background Gradient Orange,Body 3 CyberSkin,Eyes 4 Blue,MakeUp Massai Red 2,95,Hairs 2 Brown,60,Plate Troopleader,Mouth Angry,Warrior,Scar 2,
1322,TezoTrooperz #1322,570,606.0947127341865,80,Commando Base,13,Yellow,Background Motif Orange,Body 2 Massai Yellow 2,Eyes 3 Yellow,Mask Skull Blue,90,,80,Viking Metal,Mouth 4,Troop Leader,Scar 10,
1259,TezoTrooperz #1259,571,605.7660158793665,90,Viking Gold,13,,Background Motif Gradient Red,Body 2 Massai Brown,Eyes 2 Brown,MakeUp Camouflage Blue,95,Hairs 1 Black,60,Ronin Blackmetal,Mouth Smoke,Warrior,Scar 1,
276,TezoTrooperz #276,572,604.9613382087659,90,Samurai Blue,13,,Background Gradient Green,Body 3 Fanatic Red,Eyes 1 Yellow,Cowboy Mustache White,95,Hairs 3 Blond,60,Whitcher Medaillon,Mouth 1,Warrior,Scar 5,
1214,TezoTrooperz #1214,573,604.7486776037898,90,CowboyGear Gold,12,,Background GradientNoise Green,Body 1 Massai Blue 2,Eyes 4 Green,MakeUp Indian White 1,95,Hairs 3 Black,60,,Mouth Angry,Warrior,Scar 1,
329,TezoTrooperz #329,574,604.466784053507,90,Ghost Black,13,,Background Line Purple,Body 4 Yakusa Purple,Eyes 2 Green,Mask Skull Yellow,95,Hairs 3 Light Blond,60,Viking Blackmetal,Mouth 5,Warrior,Scar 7,
91,TezoTrooperz #91,575,604.0254268117087,90,Viking Gold,12,,Background GradientNoise Blue,Body 3 Viking Black,Eyes 3 White,Cowboy Beard _ Mustache Black,95,SpecialForce Green,60,,Mouth 3,Warrior,Scar 5,
1096,TezoTrooperz #1096,576,603.5099791855478,90,Ghost Gold,14,Green,Background Gradient Green,Body 3 Massai Yellow 2,Eyes 3 Blue,MakeUp Gow Red,95,Hairs 5 Purple,60,Neck White,Mouth Angry,Warrior,Scar 5,
1422,TezoTrooperz #1422,577,602.8907323174237,85,Cowboy Gold,13,Blue,Background Motif Red,Body 3 Massai Brown,Eyes Cyber 2,Mask Red,90,Hairs 6 Black,70,Plate LongRange,Mouth Angry,Long Range,,
118,TezoTrooperz #118,578,602.8025074673968,85,CowboyGear Gold,13,,Background Motif Red,Body 2 Massai Brown 2,Eyes 2 White,Cowboy Beard _ Mustache Blond Light,90,Hairs 2 Light Blond,70,Plate Warrior,Mouth 1,Long Range,Scar 5,
1078,TezoTrooperz #1078,579,602.7235813425975,80,Mercenary Purple,13,,Background Gradient DeepBlue,Body 4 CyberSkin,Eyes 2 White,Commando Beard _ Mustache White,90,Hairs 4 Brown,80,Bullet White,Mouth 4,Troop Leader,Scar 3,
992,TezoTrooperz #992,580,602.7003144063042,85,Ronin Blue,14,Pink,Background GradientNoise Yellow,Body 2 Viking White,Eyes 1 Brown,MakeUp Viking Black 3,90,Ronin Black,70,Viking Gold,Mouth 4,Long Range,Scar 6,
1567,TezoTrooperz #1567,581,602.1079846022354,90,Ronin Gold,12,,Background Gradient Blue,Body 2 Gold CyberSkin,Eyes 2 Yellow,Cowboy Mustache White,95,Ghost Green,60,Logo Grey,Mouth 2,Warrior,,
1022,TezoTrooperz #1022,582,600.8991771473808,80,CowboyGear Red,14,Green,Background Motif Red,Body 1 Massai Black,Eyes 3 Blue,MakeUp Massai Yellow 2,90,Hairs 5 Brown,80,Logo Gold,Mouth Smoke,Troop Leader,Scar 3,
1410,TezoTrooperz #1410,583,600.7357187508852,90,Samurai Black,13,Pink,Background GradientNoise Blue,Body 1 Yakusa Yellow,Eyes 3 Brown,,95,Ronin Red,60,Viking Metal,Mouth 5,Warrior,Scar 6,
386,TezoTrooperz #386,584,600.2571242940954,75,Ronin Purple,12,,Background Motif Yellow,Body 2 Yakusa Red,Eyes 1 Brown,Viking Mustache Black,90,SpecialForce Blue,85,Viking Gold,Mouth 3,King,,
763,TezoTrooperz #763,585,600.2374171989609,80,Ronin Blue,12,,Background GradientNoise Blue,Body 3 Massai White,Eyes 3 Red,Mask Yellow,90,Ronin Red Hair,80,Bullet Base,Mouth Smoke,Troop Leader,,
362,TezoTrooperz #362,586,599.7580153344198,85,Indian Blue,13,Green,Background Gradient Orange,Body 1 CyberSkin Black,Eyes 2 Brown,MakeUp Indian Red 2,90,Hairs 5 Purple,70,Viking White,Mouth Gold,Long Range,,
21,TezoTrooperz #21,587,598.9157856292334,90,SpecialForce Base,13,,Background Gradient Red,Body 1 Massai White,Eyes 2 Brown,Viking Beard _ Mustache White,95,Hairs 5 Light Blond,60,Viking White,Mouth 3,Warrior,Scar 4,
1463,TezoTrooperz #1463,588,598.7919819549109,90,Samurai Green,11,,Background Gradient Orange,Body 4 Yakusa Red,Eyes 3 Green,,95,Hairs 3 Light Blond,60,Plate TroopLeader,Mouth 1,Warrior,,
819,TezoTrooperz #819,589,598.6100765130093,90,Geisha Red,14,Purple,Background Motif Red,Body 1,Eyes Cyber 4,MakeUp CowBoy Black,95,Viking Yellow,60,Viking Metal,Mouth 3,Warrior,Scar 1,
1080,TezoTrooperz #1080,590,598.3191844304922,85,Cowboy Red,13,,Background Motif Red,Body 3 Massai Black,Eyes 3 Red,MakeUp Viking Black 2,90,Hairs 5 White,70,Ronin White,Mouth 5,Long Range,Scar 6,
863,TezoTrooperz #863,591,597.331558557078,80,Commando Red,13,,Background Motif Gradient Red,Body 2,Eyes 3 Green,Viking Mustache Blond,90,Hairs 4 Black,80,Plate LongRange,Mouth 1,Troop Leader,Scar 7,
418,TezoTrooperz #418,592,597.2367872854917,80,Commando Green,13,,Background Motif Purple,Body 2 Massai Black,Eyes 3 Yellow,Commando Beard _ Mustache White,90,Hairs 2 White,80,Plate LongRange,Mouth 3,Troop Leader,Scar 5,
1330,TezoTrooperz #1330,593,596.8997660196513,90,CowboyGear Blue,12,,Background Gradient Red,Body 2 Yakusa Yellow,Eyes 1 Green,,95,Hairs 6 Blond,60,Viking Metal,Mouth Toothpick,Warrior,Scar 9,
1379,TezoTrooperz #1379,594,596.4783662615573,90,SpecialForce Orange,12,,Background Line Blue,Body 1 Gold CyberSkin,Eyes 1 Green,Mask Blue,95,Ghost Black,60,Bullet Gold,Mouth 4,Warrior,,
1420,TezoTrooperz #1420,595,596.2240225445648,85,Indian Robot Gold,12,,Background GradientNoise Blue,Body 3 Viking Blue,Eyes 3 Yellow,MakeUp Viking Black 2,90,Hairs 3 White,70,Ronin Gold,Mouth Gold,Long Range,,
1316,TezoTrooperz #1316,596,596.1025279766905,80,CowboyGear Gold,14,Pink,Background GradientNoise Green,Body 2 Massai Blue 2,Eyes 2 Yellow,MakeUp Indian Purple 2,90,Hairs 3 Blond,80,Neck Gold,Mouth 4,Troop Leader,Scar 6,
668,TezoTrooperz #668,597,596.0847800309808,85,Indian Robot Gold,12,,Background Line Red,Body 1 Viking White,Eyes 3 Blue,,90,Indian Robot Red,70,Logo Grey,Mouth 4,Long Range,Scar 1,
119,TezoTrooperz #119,598,595.8237205123012,90,Viking Black,13,,Background GradientNoise Yellow,Body 2 Yakusa Yellow,Eyes 1 Blue,Cowboy Beard _ Mustache Brown,95,SpecialForce Blue,60,Bullet,Mouth 4,Warrior,Scar 7,
1166,TezoTrooperz #1166,599,594.5518165877241,90,CowboyGear Blue,13,,Background Line Blue,Body 3 CyberSkin Gold,Eyes 2 Brown,MakeUp Indian Red 3,95,Hairs 4 White,60,Ronin Gold,Mouth 1,Warrior,Scar 7,
1488,TezoTrooperz #1488,600,594.329993516327,80,Ghost Brown,13,,Background Gradient Yellow,Body 4 Dragon Grey,Eyes 3 Green,Cowboy Mustache Black,90,Hairs1 Blond,80,Whitcher Medaillon,Mouth 1,Troop Leader,Scar 9,
1072,TezoTrooperz #1072,601,594.0221764354116,90,Cowboy Orange,13,,Background Gradient DeepBlue,Body 1 Massai Black,Eyes 4 Yellow,MakeUp Viking Blue 2,95,Hairs 1 Red,60,Neck Gold,Mouth 4,Warrior,Scar 8,
1512,TezoTrooperz #1512,602,593.8215185023201,85,Viking Green,11,,Background Line Blue,Body 3,Eyes 3 Yellow,,90,Indian Robot Purple,70,Plate Warrior,Mouth Toothpick,Long Range,,
1361,TezoTrooperz #1361,603,593.7778226724423,85,SpecialForce Base,10,,Background Gradient Green,Body 1 Massai Blue,Eyes 2 Blue,,90,Hairs 1 White,70,,Mouth 2,Long Range,,
1490,TezoTrooperz #1490,604,593.7570019174317,80,Mercenary Cape Purple,12,,Background Gradient Blue,Body 4 Viking Red,Eyes 3 Blue,,90,Viking Blue,80,Massai Blackmetal,Mouth 2,Troop Leader,Scar 9,
485,TezoTrooperz #485,605,593.1672828735938,90,Viking Blue,13,,Background Gradient Red,Body 3 Fanatic Yellow,Eyes 1 Blue,MakeUp Indian Blue 2,95,Hairs 4 Brown,60,Bullet Gold,Mouth 1,Warrior,Scar 8,
380,TezoTrooperz #380,606,592.8069916351519,90,Samurai Blue,12,,Background Motif Gradient Blue,Body 3 Viking Blue,Eyes 3 Brown,,95,Mercenary No Glass Gold,60,Military Plate Futurist Blue,Mouth 4,Warrior,Scar 9,
492,TezoTrooperz #492,607,592.7377444922256,80,Geisha Gold,13,Blue,Background GradientNoise Blue,Body 4 Massai White,Eyes 3 Brown,,90,Hairs 4 Brown,80,Viking Metal,Mouth Smoke,Troop Leader,Scar 7,
130,TezoTrooperz #130,608,592.2745271121303,85,Geisha Black,11,,Background Gradient Red,Body 3,Eyes 4 White,,90,Hairs 1 White,70,Viking Metal,Mouth 1,Long Range,,
1263,TezoTrooperz #1263,609,592.1814350997633,85,Ronin Red,13,,Background Gradient Green,Body 2 Massai Yellow,Eyes 4 Blue,MakeUp Gow White,90,SpecialForce Gold,70,Plate LongRange,Mouth Gold,Long Range,Scar 5,
620,TezoTrooperz #620,610,592.1601299461196,80,Ghost Gold,12,,Background Legend Green,Body 4 Gold CyberSkin,Eyes 1 Yellow,,90,Hairs 5 White,80,Bullet,Mouth 2,Troop Leader,Scar 3,
554,TezoTrooperz #554,611,592.0785789194334,90,SpecialForce Green,12,,Background Gradient Green,Body 4 CyberSkin Gold,Eyes 1 Green,,95,SpecialForce Base,60,Bullet Base,Mouth Smoke,Warrior,Scar 8,
248,TezoTrooperz #248,612,590.4634562804822,85,SpecialForce Base,11,,Background Gradient Orange,Body 2 Viking White,Eyes Cyber 4,,90,Hairs 4 Orange,70,Neck Blackmetal,Mouth 4,Long Range,,
691,TezoTrooperz #691,613,589.6783506169734,85,Ghost Grey,13,,Background Motif Green,Body 3 Fanatic Red,Eyes Cyber 1,MakeUp Gow Red,90,Hairs 4 Black,70,Plate Warrior,Mouth Angry,Long Range,Scar 5,
347,TezoTrooperz #347,614,589.550319606637,80,SpecialForce Orange,13,Blue,Background GradientNoise Green,Body 4 Yakusa Green,Eyes 2 Yellow,Mask Skull Red,90,Hairs 1 Red,80,,Mouth Gold,Troop Leader,Scar 5,
316,TezoTrooperz #316,615,587.4188934313668,75,Viking Gold,14,Pink,Background Motif Green,Body 1,Eyes 3 Brown,MakeUp Indian White 1,90,Ronin Red Hair,85,Neck White,Mouth 3,Queen,Scar 3,
51,TezoTrooperz #51,616,587.0391072638939,90,CowboyGear Blue,14,Green,Background Motif Green,Body 4,Eyes Cyber 5,MakeUp Massai Red 1,95,Hairs 1 Brown,60,Plate Troopleader,Mouth 2,Warrior,Scar 6,
403,TezoTrooperz #403,617,586.190436299983,85,Samurai Red,13,,Background Motif Red,Body 4 Yakusa Red,Eyes Cyber 1,Commando Mustache Blond,90,Hairs1 Brown,70,Plate LongRange,Mouth 5,Long Range,Scar 2,
1302,TezoTrooperz #1302,618,585.8730594285483,80,Geisha Red,11,,Background Gradient DeepBlue,Body 2 Massai White,Eyes 2 White,,90,Hairs 1 Brown,80,,Mouth 1,Troop Leader,Scar 1,
313,TezoTrooperz #313,619,585.8146918122687,90,Ronin Purple,13,Yellow,Background Motif Gradient Blue,Body 4 Viking White,Eyes Cyber 3,Commando Mustache White,95,Samurai Oni Gold,60,,Mouth 3,Warrior,Scar 3,
1117,TezoTrooperz #1117,620,585.3091991620518,80,CowboyGear Blue,14,Green,Background Motif Red,Body 1 Fanatic Green,Eyes 1 Red,Viking Mustache LightBlond,90,Ghost Grey,80,Massai Blackmetal,Mouth 3,Troop Leader,Scar 3,
740,TezoTrooperz #740,621,585.0175821315248,90,Ronin Black,13,,Background Motif Purple,Body 2,Eyes 3 Blue,Viking Beard _ Mustache White,95,Hairs1 Black,60,Logo Gold,Mouth 5,Warrior,Scar 8,
551,TezoTrooperz #551,622,584.9754298130227,85,SpecialForce Gold,13,Blue,Background GradientNoise Yellow,Body 4 Massai Brown 2,Eyes 4 Green,,90,Hairs 6 Orange,70,Logo Black,Mouth Smoke,Long Range,Scar 9,
256,TezoTrooperz #256,623,584.8631976268059,85,SpecialForce Black,12,,Background Gradient DeepBlue,Body 2 Massai Blue,Eyes 2 Brown,Cowboy Mustache Blond,90,Hairs 3 Black,70,Viking Metal,Mouth 3,Long Range,,
1529,TezoTrooperz #1529,624,584.2546920550911,90,SpecialForce Black,12,,Background Motif Green,Body 1,Eyes 1 Green,,95,Mercenary Gold,60,Massai White,Mouth 2,Warrior,Scar 5,
856,TezoTrooperz #856,625,583.6605762582585,75,CowboyGear Orange,14,Yellow,Background Line Green,Body 4,Eyes 2 White,MakeUp Massai Red 1,90,Hairs 1 White,85,Viking Gold,Mouth Toothpick,Queen,Scar 6,
1451,TezoTrooperz #1451,626,583.4264219396041,75,Ronin Red,12,Purple,Background Gradient Red,Body 1 Gold CyberSkin,Eyes 1 Blue,,90,Cowboy Blue,85,Whitcher Medaillon,Mouth 2,King,,
881,TezoTrooperz #881,627,583.4226652150835,90,SpecialForce Green,13,,Background Gradient Green,Body 3,Eyes Cyber 9,King Mustache Blond,95,Hairs 3 Black,60,Viking Metal,Mouth 2,Warrior,Scar 5,
414,TezoTrooperz #414,628,582.5902481539927,90,Massai Gold,13,,Background Gradient Orange,Body 2,Eyes 4 Blue,MakeUp Massai Yellow 2,95,Hairs 1 Red,60,Viking Blackmetal,Mouth Gold,Warrior,Scar 1,
618,TezoTrooperz #618,629,582.2820110873175,85,Cowboy Black,12,,Background Gradient Blue,Body 4 Massai Brown 2,Eyes 2 Blue,Cowboy Beard _ Mustache White,90,Viking Gold,70,Military Plate Futurist Yellow,Mouth 3,Long Range,,
1496,TezoTrooperz #1496,630,581.4047913593996,90,Indian Robot Blue,13,,Background GradientNoise Green,Body 3 Massai Yellow 2,Eyes 3 Brown,MakeUp Viking Black 1,95,Hairs 1 Black,60,Ronin Gold,Mouth Angry,Warrior,Scar 8,
507,TezoTrooperz #507,631,580.3270079822606,90,Ghost Brown,13,,Background Gradient Orange,Body 2,Eyes 2 White,Commando Beard _ Mustache Brown,95,Cowboy Gold,60,Massai Gold,Mouth 5,Warrior,Scar 5,
475,TezoTrooperz #475,632,578.462510930624,90,Viking Yellow,11,,Background Motif Orange,Body 2 Yakusa Purple,Eyes Cyber 6,,95,CowboyHat Blue,60,,Mouth 2,Warrior,Scar 7,
698,TezoTrooperz #698,633,578.0456832728312,80,CowboyGear Blue,14,Blue,Background Line Orange,Body 3 Massai Blue,Eyes 4 Yellow,Mask Green,90,Hairs 4 Orange,80,Bullet Gold,Mouth 2,Troop Leader,Scar 6,
1466,TezoTrooperz #1466,634,577.8237509729687,90,Ronin Purple,13,Blue,Background Motif Gradient Red,Body 3 Dragon Red,Eyes 2 Red,,95,Hairs 5 Light Blond,60,Logo Gold,Mouth 2,Warrior,Scar 3,
1549,TezoTrooperz #1549,635,577.7593987548167,75,Viking Green,12,,Background Line Orange,Body 1 Gold CyberSkin,Eyes 3 Yellow,,90,Viking Yellow,85,Plate Warrior,Mouth 3,King,Scar 10,
1286,TezoTrooperz #1286,636,577.1110809375153,85,Ronin Red,12,,Background Gradient Yellow,Body 4 CyberSkin Gold,Eyes 1 White,,90,Ronin Red,70,Neck Blackmetal,Mouth 4,Long Range,Scar 3,
1408,TezoTrooperz #1408,637,575.9521222647168,85,Indian Robot Blue,13,Yellow,Background Motif Yellow,Body 3 Fanatic Red,Eyes 3 Brown,,90,CowboyHat Orange,70,Ronin White,Mouth 1,Long Range,Scar 4,
621,TezoTrooperz #621,638,575.5059558259519,90,SpecialForce Orange,13,,Background GradientNoise Blue,Body 4 Gold CyberSkin,Eyes 3 Red,Viking Beard _ Mustache LightBlond,95,CowboyHat Red,60,Massai White,Mouth 2,Warrior,Scar 6,
712,TezoTrooperz #712,639,575.3336630658777,90,Cowboy Red,13,,Background Gradient Blue,Body 4 Massai Yellow 2,Eyes 4 Red,MakeUp Viking Blue 3,95,Cowboy Red,60,Neck White,Mouth 5,Warrior,Scar 6,
1002,TezoTrooperz #1002,640,574.7443931010893,85,Indian Black,12,,Background Motif Green,Body 3,Eyes 3 Green,MakeUp Indian Purple 3,90,Ghost Green,70,Plate Troopleader,Mouth 1,Long Range,,
