ID,Name,Rank,Rarity_Score,Attributes,Background,Clothes,Degen Level,Ear rings,Eyes,Fur color,Head,Hood,Legendary,Mouth,Mutation,Nose piercing,Object,Tattoo
2533,Degen Fox #2533,1302,212.9058403374,7,Bridge blue,T-shirt pink,Noob,,01 blue,red,Hair06,,,14 candy,,,,
2115,Degen Fox #2115,1303,212.8600888414,6,Party blue,Suit stripes,Noob,,Pineapple glasses,green,,,,1,,,,
4012,Degen Fox #4012,1304,212.8489724861,7,Bridge yellow,,Noob,3,Pineapple glasses,red,Hair06 violet,,,10,,,,
998,Degen Fox #998,1305,212.8463994146,7,Rays blue,Vest red,Noob,,08 onyx,red,Hair05 yellow,,,2,,,,
2662,Degen Fox #2662,1306,212.7499470056,7,Rays blue,Shirt short sleeve red,Noob,,08 ruby,red,Hair07 violet,,,8,,,,
2412,Degen Fox #2412,1307,212.7313017336,8,Rays green,Bathrobe 02,Noob,3,04 yellow,Color,Hair08 blue,,,04 rainbow,,,,
677,Degen Fox #677,1308,212.6931727799,8,Basic green,Jacket black,Noob,,04 green,pink,Red,,,11 pipe,,4,,
1395,Degen Fox #1395,1309,212.685100589,8,Basic red,T-shirt cards,Noob,2,02 blue,green snake,Hair08 red,,,8,,,,
3877,Degen Fox #3877,1310,212.6741563753,9,Rays green,T-shirt white,Noob,,04 green,violet,Knitted hat,,,04 rainbow,,5,Short,
2827,Degen Fox #2827,1311,212.6288332523,8,Party red,Hoodie + hood 02,Noob,,04 yellow,green,,Hood 01,,2,,4,,
2481,Degen Fox #2481,1312,212.626405735,8,Moon violet,Jacket brown,Noob,,04 yellow,violet,Panama hat,,,11 pipe,,,Short,
417,Degen Fox #417,1313,212.6054052285,7,Basic green,T-shirt EYES,Noob,,Simple glasses,red,Cylinder Hat,,,8,,,,
2133,Degen Fox #2133,1314,212.5009647803,8,Moon blue,Fur coat pink,Noob,5,04 yellow,pink,Hair02 grey,,,05 no tooth,,,,
2380,Degen Fox #2380,1315,212.4801818869,8,Bridge violet,Shirt yellow,Noob,5,04 yellow,violet,Hair06 violet,,,2,,,,
4045,Degen Fox #4045,1316,212.4629175283,7,City red,T-shirt cards,Noob,5,01 green,pink,,,,6,,,,
4256,Degen Fox #4256,1317,212.4434097681,7,Bridge yellow,T-shirt EYES,Noob,,02 blue,Color,Construction helmet,,,6,,,,
1678,Degen Fox #1678,1318,212.4189732036,7,City blue,Jacket red,Noob,,08 emerald,pink,Hair07 black,,,10,,,,
856,Degen Fox #856,1319,212.3980109721,8,Basic blue,Hoodie + hood 03,Noob,,04 green,pink,,Hood 02,,6,,2,,
715,Degen Fox #715,1320,212.365198174,7,Rays blue,Hoodie berry,Noob,,01 green,black,Hair01 pink,,,15 bored,,,,
2771,Degen Fox #2771,1321,212.2612705129,8,Moon violet,Bulletproof pink,Noob,,02 blue,pink,Hair02 violet,,,3,,5,,
2669,Degen Fox #2669,1322,212.2512901185,7,Moon violet,Hoodie + hood 03,Noob,,01 blue,white,,Hood 02,,8,,,,
2969,Degen Fox #2969,1323,212.222552364,7,Rays blue,Shirt short sleeve red,Noob,,08 onyx,Color,,,,15 bored,,,Short,
2883,Degen Fox #2883,1324,212.207326272,7,Bridge violet,Shirt yellow,Noob,4,08 onyx,pink,,,,2,,,,
2222,Degen Fox #2222,1325,212.1020210342,7,Basic blue,Turtleneck green,Noob,,02 color,white,Hair08 blue,,,13 cigar,,,,
1563,Degen Fox #1563,1326,212.0563956258,6,Rays green,Shirt short sleeve,Noob,,Dollar glasses,Color,,,,2,,,,
3875,Degen Fox #3875,1327,211.9549515641,7,Rays green,T-shirt Web,Noob,,08 tezos,violet,Cylinder Hat,,,12,,,,
2808,Degen Fox #2808,1328,211.9546105051,7,Basic green,T-shirt Web,Noob,,08 tezos,Color,Cowboy hat pink,,,10,,,,
2929,Degen Fox #2929,1329,211.8414800573,7,City red,Vest red,Noob,,08 diamond,black,Cowboy hat,,,6,,,,
2421,Degen Fox #2421,1330,211.7957252404,8,City red,T-shirt pink,Noob,,04 blue,red,Brain,,,05 no tooth,,,,2
1212,Degen Fox #1212,1331,211.7813411651,8,Bridge blue,Suit tartan,Noob,2,04 yellow,Red tiger,Red,,,11 pipe,,,,
1269,Degen Fox #1269,1332,211.7003228672,7,Basic green,Hawaii trees,Noob,,05 hearts,white,Knitted hat,,,10,,,,
3231,Degen Fox #3231,1333,211.6952522905,7,Rays blue,Hoodie + hood 03,Noob,,08 btc,pink,,Hood 03,,2,,,,
2332,Degen Fox #2332,1334,211.6892423269,6,Bridge violet,T-shirt white,Noob,,Heart glasses,red,,,,2,,,,
1296,Degen Fox #1296,1335,211.6582515569,8,City red,Turtleneck green,Noob,,08 diamond,red,Knitted hat,,,8,,2,,
2079,Degen Fox #2079,1336,211.5282783673,7,Rays red,Vest red,Noob,,01 blue,red,Hair05 blue,,,15 bored,,,,
96,Degen Fox #96,1337,211.4904263095,9,Party red,Suit Black,Noob,,04 yellow,Red tiger,Cowboy hat pink,,,2,,4,Wine,
2490,Degen Fox #2490,1338,211.4560828711,8,Rays blue,Hoodie + hood 01,Noob,,02 blue,pink,,Hood 01,,12,,,Martini,
3290,Degen Fox #3290,1339,211.3803861144,7,Party red,Bomber02,Noob,,03 lazer,green,Panama hat,,,8,,,,
2603,Degen Fox #2603,1340,211.3385908535,7,Rays green,Bulletproof pink,Noob,,03 lazer,red,Panama hat green,,,2,,,,
201,Degen Fox #201,1341,211.3283214125,8,Bridge violet,Shirt sculls,Noob,4,04 green,red,HeadPhones,,,6,,,,
123,Degen Fox #123,1342,211.2847160825,7,City blue,T-shirt Web,Noob,,06 red,Red tiger,Hair04 white,,,3,,,,
3000,Degen Fox #3000,1343,211.269083414,8,Basic blue,Bathrobe 02,Noob,4,04 yellow,red,Hair08 red,,,04 rainbow,,,,
3586,Degen Fox #3586,1344,211.2351946013,8,Bridge violet,Black,Noob,1,03 red,Color,Red,,,1,,,,
4275,Degen Fox #4275,1345,211.1747336127,7,Bridge violet,Hawaii Tommy,Noob,,08 ruby,red,Hair01 pink,,,10,,,,
1986,Degen Fox #1986,1346,211.1213233244,8,Basic green,Hawaii Tommy,Noob,,08 diamond,Red tiger,Cowboy hat,,,2,,1,,
4292,Degen Fox #4292,1347,211.0990776303,8,Bridge violet,Black,Noob,,7,violet,Hair01 pink,,,2,,4,,
1746,Degen Fox #1746,1348,210.8711165242,9,Rays blue,T-shirt chips,Noob,3,03 green,green,,,,2,,5,Short,
4093,Degen Fox #4093,1349,210.7914982012,8,Bridge blue,Suit pink,Noob,,04 blue,red,WGMI,,,8,,,Rose,
2609,Degen Fox #2609,1350,210.5852918845,8,City red,Bathrobe 02,Noob,1,02 color,green,Hair02 violet,,,1,,,,
712,Degen Fox #712,1351,210.4939932573,8,Rays blue,Suit pink,Noob,4,04 yellow,pink,Hair06,,,13 cigar,,,,
890,Degen Fox #890,1352,210.428702984,9,Basic blue,Shirt colorful,Noob,,04 green,pink,Panama hat green,,,1,,1,Wine,
618,Degen Fox #618,1353,210.3955916417,7,Moon violet,T-shirt cards,Noob,,08 ruby,pink,,,,04 rainbow,,5,,
2478,Degen Fox #2478,1354,210.3772985056,8,City red,T-shirt casino,Noob,,03 green,green,Helmet,,,04 rainbow,,,,wing
3961,Degen Fox #3961,1355,210.294913957,8,Rays green,Suit White,Noob,,7,white,HeadPhones,,,9,,,Martini,
3976,Degen Fox #3976,1356,210.2628549709,7,Rays red,Fur coat zebra,Noob,,08 diamond,Red tiger,Hair01 orange,,,10,,,,
3855,Degen Fox #3855,1357,210.1705522821,7,Rays green,Bathrobe 02,Noob,,08 lazer,Red tiger,Knitted hat,,,2,,,,
678,Degen Fox #678,1358,210.1226330388,7,Basic blue,Suit White,Noob,,08 btc,Red tiger,Cowboy hat pink,,,8,,,,
3620,Degen Fox #3620,1359,210.0864272824,8,Basic red,No sleeve blue,Noob,,04 green,black,Cowboy hat,,,3,,,,wing
3068,Degen Fox #3068,1360,210.0044742311,7,Bridge yellow,Hoodie + hood 02,Noob,,03 red,violet,,Hood 02,,1,,,,
1650,Degen Fox #1650,1361,209.9239747413,7,Party blue,Shirt colorful,Noob,,04 green,green snake,Construction helmet,,,2,,,,
1862,Degen Fox #1862,1362,209.8963508666,8,Bridge blue,Golden vest,Noob,2,04 blue,pink,Hair07 violet,,,9,,,,
502,Degen Fox #502,1363,209.8905250941,8,Basic green,T-shirt flipit,Noob,2,04 green,green,HeadPhones,,,04 rainbow,,,,
3651,Degen Fox #3651,1364,209.8019933447,7,Moon violet,Shirt short sleeve red,Noob,,01 blue,red,Brain,,,04 rainbow,,,,
2045,Degen Fox #2045,1365,209.7996895097,8,Rays green,No sleeve white,Noob,2,04 green,red,Red,,,05 no tooth,,,,
881,Degen Fox #881,1366,209.7924001018,7,Moon blue,Vest red,Noob,,04 blue,Red tiger,Hair07 black,,,7,,,,
1131,Degen Fox #1131,1367,209.7465006147,7,Party red,T-shirt Eagle,Noob,,08 diamond,red,Cowboy hat,,,05 no tooth,,,,
4290,Degen Fox #4290,1368,209.7102790364,7,Basic blue,T-shirt casino,Noob,,03 lazer,green,Panama hat,,,3,,,,
1544,Degen Fox #1544,1369,209.7004901758,7,Basic blue,Shirt short sleeve red,Noob,,08 emerald,white,Cowboy hat,,,05 no tooth,,,,
1521,Degen Fox #1521,1370,209.6997172256,9,City red,Jacket red,Noob,,03 red,pink,Panama hat green,,,1,,1,Martini,
1355,Degen Fox #1355,1371,209.6604540304,8,Bridge violet,T-shirt white,Noob,,04 blue,black,Hair05 blue,,,05 no tooth,,,Rose,
3552,Degen Fox #3552,1372,209.6289436193,8,Party blue,Hoodie + hood 03,Noob,,04 yellow,white,,Hood 03,,05 no tooth,,4,,
4039,Degen Fox #4039,1373,209.5934538301,9,Rays green,Turtleneck black,Noob,,04 green,red,Brain,,,3,,1,Rose,
484,Degen Fox #484,1374,209.4609333771,8,City blue,Suit tartan,Noob,4,04 green,violet,Hair08 blue,,,8,,,,
3464,Degen Fox #3464,1375,209.3972515663,8,Basic green,Suit Black,Noob,5,04 green,white,Hair02 violet,,,6,,,,
1609,Degen Fox #1609,1376,209.3842794417,8,Basic red,Bathrobe 02,Noob,1,5,white,Red,,,3,,,,
2198,Degen Fox #2198,1377,209.3693701139,8,Basic green,T-shirt white,Noob,,02 color,Red tiger,Knitted hat,,,15 bored,,,,wing
2566,Degen Fox #2566,1378,209.2325716214,8,Basic blue,T-shirt Web,Noob,,03 green,Color,,,,15 bored,,,Rose,wing
3982,Degen Fox #3982,1379,209.1911770561,7,Rays green,Suit Pineapple,Noob,,08 onyx,Red tiger,Knitted hat,,,3,,,,
2220,Degen Fox #2220,1380,209.1641680267,7,Bridge blue,T-shirt pink,Noob,,05 spyral,Color,,,,10,,4,,
1699,Degen Fox #1699,1381,209.1210538867,7,City red,T-shirt Spots,Noob,,08 diamond,red,Knitted hat,,,6,,,,
2035,Degen Fox #2035,1382,209.0871853664,8,Rays red,T-shirt pink,Noob,,04 green,white,Panama hat,,,9,,,,wing
4005,Degen Fox #4005,1383,209.009145099,8,Moon blue,T-shirt chips,Noob,3,5,red,Hair04 white,,,10,,,,
3699,Degen Fox #3699,1384,208.9936396503,7,Rays red,T-shirt black,Noob,,01 green,red,Brain,,,2,,,,
1853,Degen Fox #1853,1385,208.9838944306,7,Party blue,T-shirt Scratch,Noob,,01 blue,black,Panama hat green,,,3,,,,
3846,Degen Fox #3846,1386,208.9096336273,9,Basic green,Bathrobe 01,Noob,,04 green,white,Panama hat,,,05 no tooth,,2,Wine,
1660,Degen Fox #1660,1387,208.8388072688,7,Bridge yellow,T-shirt blue,Noob,,08 lazer,red,Cowboy hat,,,1,,,,
2292,Degen Fox #2292,1388,208.8125603507,7,Rays blue,Fur coat zebra,Noob,,01 blue,pink,Cowboy hat pink,,,9,,,,
1844,Degen Fox #1844,1389,208.7685480505,6,Rays green,Suit pink,Noob,,05 spyral,Red tiger,,,,6,,,,
1243,Degen Fox #1243,1390,208.7682327505,7,Rays blue,Shirt yellow,Noob,,08 tezos,pink,Cowboy hat,,,3,,,,
1408,Degen Fox #1408,1391,208.7622777004,8,Bridge blue,T-shirt black,Noob,,01 green,red,Knitted hat,,,15 bored,,5,,
2440,Degen Fox #2440,1392,208.7541182447,9,Moon violet,T-shirt candles,Noob,,03 red,Color,Panama hat,,,8,,1,Short,
1413,Degen Fox #1413,1393,208.726967161,7,Bridge yellow,T-shirt chips,Noob,,06 red,pink,Panama hat,,,9,,,,
698,Degen Fox #698,1394,208.6958875843,7,Bridge blue,Jacket brown,Noob,,08 onyx,Color,Knitted hat,,,12,,,,
2846,Degen Fox #2846,1395,208.6891021038,7,Moon violet,Shirt short sleeve,Noob,,08 diamond,Color,Hair05 yellow,,,12,,,,
4183,Degen Fox #4183,1396,208.6786353419,8,Moon blue,No sleeve blue,Noob,,03 green,Color,Hair02 grey,,,15 bored,,,,2
2688,Degen Fox #2688,1397,208.5753958413,6,Moon blue,Classic Vest,Noob,,Pineapple glasses,Color,,,,2,,,,
1203,Degen Fox #1203,1398,208.4986968115,6,Basic green,T-shirt EYES,Noob,,08 diamond,violet,,,,3,,,,
1418,Degen Fox #1418,1399,208.4624246171,8,Basic green,Fur coat leopard,Noob,,08 btc,Color,Cylinder Hat,,,2,,1,,
2951,Degen Fox #2951,1400,208.427293126,8,Basic red,Hoodie stripes,Noob,,04 blue,black,Hair07 black,,,11 pipe,,,Rose,
4312,Degen Fox #4312,1401,208.4186877465,7,Rays blue,,Noob,,04 green,Red tiger,,,,2,,2,,3
1871,Degen Fox #1871,1402,208.3527867417,7,Basic red,T-shirt cards,Noob,,04 blue,red,WGMI,,,15 bored,,,,
1930,Degen Fox #1930,1403,208.351281676,7,Basic green,T-shirt Spots,Noob,,08 onyx,black,,,,10,,1,,
11,Degen Fox #11,1404,208.3019033101,6,Bridge yellow,Fur coat leopard,Noob,,08 tezos,green,,,,04 rainbow,,,,
1671,Degen Fox #1671,1405,208.2991373418,7,Moon violet,Classic Vest,Noob,4,08 lazer,red,,,,2,,,,
400,Degen Fox #400,1406,208.2675848404,8,Basic blue,Black,Noob,,04 yellow,pink,Hair04 black,,,6,,,Rose,
729,Degen Fox #729,1407,208.2312426697,7,Moon blue,Suit Black,Noob,,05 spyral,white,Knitted hat,,,10,,,,
3351,Degen Fox #3351,1408,208.2266147709,6,Basic green,Jacket red,Noob,,06 red,green snake,,,,05 no tooth,,,,
59,Degen Fox #59,1409,208.2113718928,8,Basic green,Suit Pineapple,Noob,,02 color,Red tiger,HeadPhones,,,15 bored,,,Short,
1072,Degen Fox #1072,1410,208.2033191603,6,Party blue,Suit White,Noob,,08 sapphire,white,,,,14 candy,,,,
2920,Degen Fox #2920,1411,208.1725635674,8,Basic red,Hoodie stripes,Noob,,04 blue,violet,Red,,,1,,2,,
4283,Degen Fox #4283,1412,208.1710451582,8,City red,T-shirt chips,Noob,,02 blue,red,Panama hat,,,13 cigar,,,Short,
3572,Degen Fox #3572,1413,208.1390345101,8,Rays blue,Hoodie + hood 02,Noob,,5,white,,Hood 02,,8,,,Wine,
1398,Degen Fox #1398,1414,208.1017692163,8,Basic red,Golden vest,Noob,3,5,white,Hair07 violet,,,1,,,,
1340,Degen Fox #1340,1415,208.0676658247,8,Moon blue,T-shirt pink,Noob,,04 blue,pink,Hair06,,,05 no tooth,,,,2
1382,Degen Fox #1382,1416,207.9497823139,8,Basic blue,Bomber03,Noob,3,04 blue,pink,Hair08 red,,,1,,,,
2513,Degen Fox #2513,1417,207.8394282735,6,City blue,Bomber01,Noob,,08 tezos,green,,,,15 bored,,,,
4254,Degen Fox #4254,1418,207.8025291788,8,Rays green,Hoodie + hood 03,Noob,,02 color,pink,,Hood 03,,6,,,Short,
1956,Degen Fox #1956,1419,207.7612532711,8,Party red,Jacket brown,Noob,,02 blue,green,HeadPhones,,,12,,,Rose,
382,Degen Fox #382,1420,207.6828231637,8,Bridge violet,White,Noob,3,04 yellow,pink,Hair02 grey,,,15 bored,,,,
2815,Degen Fox #2815,1421,207.6821050739,8,Party blue,Suit White,Noob,3,03 green,green snake,Hair07 blue,,,12,,,,
749,Degen Fox #749,1422,207.6639461126,8,Basic red,Bulletproof,Noob,,02 color,violet,Hair02 violet,,,8,,5,,
3347,Degen Fox #3347,1423,207.6582101124,9,Basic red,Fur coat zebra,Noob,5,04 green,pink,Hair07 black,,,8,,,Wine,
3663,Degen Fox #3663,1424,207.6130826965,8,City red,Golden vest,Noob,,02 blue,pink,Hair07 black,,,3,,,Martini,
3541,Degen Fox #3541,1425,207.582302364,7,Moon blue,Bulletproof,Noob,,08 sapphire,red,Hair05 yellow,,,1,,,,
2255,Degen Fox #2255,1426,207.5723230016,7,Basic blue,Hoodie golden,Noob,,02 blue,red,WGMI,,,3,,,,
237,Degen Fox #237,1427,207.5465032352,6,Moon violet,T-shirt flipit,Noob,,03 lazer,Red tiger,,,,9,,,,
3326,Degen Fox #3326,1428,207.4251578784,7,Basic red,Fur coat zebra,Noob,,05 spyral,Color,Helmet,,,1,,,,
359,Degen Fox #359,1429,207.2937985431,7,City blue,T-shirt candles,Noob,,08 emerald,green,,,,12,,,Short,
3410,Degen Fox #3410,1430,207.2340596173,8,Rays blue,T-shirt cards,Noob,,04 blue,violet,Hair06,,,1,,,Martini,
3199,Degen Fox #3199,1431,207.2267026446,7,Party blue,No sleeve black,Noob,,08 emerald,black,Cylinder Hat,,,6,,,,
623,Degen Fox #623,1432,207.2013050674,7,Party blue,Hoodie stripes,Noob,,01 green,violet,Panama hat green,,,2,,,,
1068,Degen Fox #1068,1433,207.1830453484,8,Rays green,Hoodie + hood 01,Noob,,04 yellow,green snake,,Hood 03,,3,,,Martini,
3319,Degen Fox #3319,1434,207.1563599819,8,City blue,Hoodie + hood 02,Noob,,04 green,green,,Hood 01,,1,,5,,
1556,Degen Fox #1556,1435,207.1256864012,8,City red,Shirt short sleeve,Noob,,04 blue,violet,Red,,,1,,,,2
753,Degen Fox #753,1436,207.0558478062,8,Bridge yellow,Bathrobe 02,Noob,,02 color,black,Hair06 violet,,,3,,,Rose,
3461,Degen Fox #3461,1437,207.0306427531,7,Rays blue,Suit Pineapple,Noob,,05 spyral,pink,Knitted hat,,,8,,,,
3952,Degen Fox #3952,1438,206.9966769051,7,City blue,Bomber02,Noob,,08 tezos,green snake,Cylinder Hat,,,8,,,,
48,Degen Fox #48,1439,206.9818292249,8,Basic red,Hawaii trees,Noob,,03 red,violet,Cowboy hat pink,,,12,,5,,
3583,Degen Fox #3583,1440,206.9517959025,7,Rays blue,Suit tartan,Noob,,08 sapphire,green snake,Cowboy hat,,,15 bored,,,,
2103,Degen Fox #2103,1441,206.9212617257,7,Bridge violet,Turtleneck green,Noob,,04 blue,pink,Hair05 yellow,,,7,,,,
291,Degen Fox #291,1442,206.9151013823,8,Moon violet,T-shirt candles,Noob,,01 blue,pink,Cylinder Hat,,,04 rainbow,,,Wine,
4215,Degen Fox #4215,1443,206.9134835553,7,Bridge yellow,Jacket black,Noob,,02 color,Color,Construction helmet,,,15 bored,,,,
1423,Degen Fox #1423,1444,206.7799661798,7,Rays green,Bulletproof,Noob,,04 blue,Red tiger,Hair01 pink,,,7,,,,
2307,Degen Fox #2307,1445,206.738671333,7,Party red,Jacket brown,Noob,,08 tezos,Color,Cylinder Hat,,,15 bored,,,,
3557,Degen Fox #3557,1446,206.6549640358,7,Party red,T-shirt cards,Noob,,08 dollar,white,,,,2,,,Martini,
3676,Degen Fox #3676,1447,206.5744133902,8,Basic blue,Fur coat pink,Noob,,03 red,red,Red,,,3,,2,,
2726,Degen Fox #2726,1448,206.5676265482,7,City blue,Hoodie stripes,Noob,,01 blue,white,Hair06 violet,,,10,,,,
3282,Degen Fox #3282,1449,206.5141269745,7,City blue,White,Noob,,03 green,Color,Cowboy hat,,,7,,,,
646,Degen Fox #646,1450,206.4951152929,8,City red,No sleeve white,Noob,,5,Red tiger,Hair08 blue,,,10,,2,,
3989,Degen Fox #3989,1451,206.4891855807,8,Moon violet,No sleeve white,Noob,,5,red,HeadPhones,,,2,,,,2
1289,Degen Fox #1289,1452,206.4440565486,9,Party red,Bathrobe 01,Noob,,7,pink,Hair04 black,,,1,,4,Rose,
2894,Degen Fox #2894,1453,206.4148717405,7,Party blue,T-shirt white,Noob,,08 ruby,green,Cowboy hat,,,15 bored,,,,
19,Degen Fox #19,1454,206.3485648043,7,Basic red,Jacket red,Noob,,06 red,red,Brain,,,12,,,,
318,Degen Fox #318,1455,206.2553564673,8,Moon blue,No sleeve white,Noob,4,5,white,HeadPhones,,,10,,,,
648,Degen Fox #648,1456,206.1823865163,7,Rays green,Fur coat pink,Noob,,01 blue,pink,Hair02 violet,,,2,,,,
768,Degen Fox #768,1457,206.1421557286,8,Rays red,Hoodie + hood 02,Noob,,04 blue,white,,Hood 02,,04 rainbow,,1,,
1877,Degen Fox #1877,1458,206.083270932,8,Moon blue,T-shirt cards,Noob,,7,green,Hair02 violet,,,04 rainbow,,,Rose,
2506,Degen Fox #2506,1459,206.0111356745,7,Basic blue,T-shirt Eagle,Noob,,Pineapple glasses,red,Cylinder Hat,,,10,,,,
2149,Degen Fox #2149,1460,205.9983101415,7,Basic green,Black,Noob,,08 sapphire,Red tiger,,,,1,,2,,
2199,Degen Fox #2199,1461,205.9892466764,7,Rays blue,Suit Pineapple,Noob,,08 tezos,red,,,,1,,1,,
2091,Degen Fox #2091,1462,205.9553507202,8,Basic blue,Turtleneck black,Noob,,08 diamond,pink,Cylinder Hat,,,3,,5,,
2683,Degen Fox #2683,1463,205.8850200053,8,Moon violet,T-shirt chips,Noob,,04 green,Color,Helmet,,,05 no tooth,,,,2
764,Degen Fox #764,1464,205.8697756761,8,Moon violet,Hawaii flowers,Noob,,04 yellow,white,HeadPhones,,,6,,1,,
3316,Degen Fox #3316,1465,205.8205236794,7,Rays green,T-shirt casino,Noob,,03 green,violet,Hair08 red,,,05 no tooth,,,,
4104,Degen Fox #4104,1466,205.7994995992,7,Rays green,Shirt short sleeve red,Noob,,5,red,WGMI,,,10,,,,
2797,Degen Fox #2797,1467,205.7216680972,8,Basic green,T-shirt EYES,Noob,,08 btc,red,Cowboy hat,,,1,,,Wine,
4198,Degen Fox #4198,1468,205.7035852577,7,Party blue,Bomber02,Noob,,06 red,pink,Hair01 pink,,,8,,,,
1608,Degen Fox #1608,1469,205.5301122779,8,Rays red,T-shirt Spots,Noob,4,03 red,Red tiger,Hair01 pink,,,15 bored,,,,
2655,Degen Fox #2655,1470,205.5185175981,8,Moon blue,Hawaii flowers,Noob,,04 yellow,Red tiger,Hair04 white,,,14 candy,,,Short,
3756,Degen Fox #3756,1471,205.4591679887,8,Basic red,Suit White,Noob,,08 emerald,Red tiger,Cylinder Hat,,,10,,4,,
1106,Degen Fox #1106,1472,205.4484293208,7,Moon blue,Suit White,Noob,,08 dollar,Red tiger,Cowboy hat,,,3,,,,
651,Degen Fox #651,1473,205.4260785896,7,City blue,T-shirt EYES,Noob,3,08 tezos,Color,,,,8,,,,
2509,Degen Fox #2509,1474,205.4214582711,9,Moon blue,Jacket red,Noob,,03 green,red,Hair01 orange,,,10,,1,Wine,
371,Degen Fox #371,1475,205.4031160253,8,Party red,T-shirt cards,Noob,,03 green,red,Hair04 white,,,6,,,Wine,
2454,Degen Fox #2454,1476,205.3956987831,8,Rays red,Hoodie + hood 02,Noob,,04 blue,red,,Hood 01,,04 rainbow,,,Short,
3936,Degen Fox #3936,1477,205.3729306891,7,Bridge blue,Bulletproof pink,Noob,,5,white,Hair01 pink,,,6,,,,
3939,Degen Fox #3939,1478,205.3370340534,8,Moon blue,Golden vest,Noob,3,03 red,red,HeadPhones,,,8,,,,
636,Degen Fox #636,1479,205.3021524707,7,Rays blue,T-shirt Scratch,Noob,,02 color,red,Knitted hat,,,7,,,,
2493,Degen Fox #2493,1480,205.3007108752,8,Basic blue,Suit tartan,Noob,,03 green,red,Hair08 blue,,,05 no tooth,,,Rose,
3909,Degen Fox #3909,1481,205.2686551402,7,Rays green,Vest red,Noob,,08 diamond,pink,Hair05 yellow,,,10,,,,
2008,Degen Fox #2008,1482,205.2230934433,7,Basic blue,Fur coat zebra,Noob,,08 dollar,white,,,,1,,2,,
1664,Degen Fox #1664,1483,204.9604050798,8,Bridge violet,Jacket brown,Noob,2,04 yellow,violet,Hair04 black,,,10,,,,
986,Degen Fox #986,1484,204.9566802444,8,Party red,Shirt colorful,Noob,,03 green,white,Hair01 orange,,,04 rainbow,,,Rose,
4332,Degen Fox #4332,1485,204.9166340957,7,Basic green,White,Noob,,04 green,green,HeadPhones,,,14 candy,,,,
285,Degen Fox #285,1486,204.8368437508,7,Party red,T-shirt Eagle,Noob,,08 onyx,white,,,,10,,,Martini,
2585,Degen Fox #2585,1487,204.7653070097,8,City red,T-shirt candles,Noob,,02 blue,green snake,Hair02 grey,,,1,,1,,
422,Degen Fox #422,1488,204.7462304039,8,Moon violet,Turtleneck black,Noob,,02 color,green snake,Brain,,,3,,5,,
2634,Degen Fox #2634,1489,204.698760596,8,Bridge blue,Shirt yellow,Noob,,7,violet,Knitted hat,,,14 candy,,2,,
1229,Degen Fox #1229,1490,204.6849708969,7,Party blue,Jacket black,Noob,,04 green,Red tiger,WGMI,,,8,,,,
962,Degen Fox #962,1491,204.6421424705,7,Rays red,Hoodie golden,Noob,,08 ruby,white,Hair05 yellow,,,8,,,,
3714,Degen Fox #3714,1492,204.5896144143,7,Moon violet,Jacket red,Noob,,01 green,green,Cowboy hat pink,,,1,,,,
3414,Degen Fox #3414,1493,204.5698906344,8,Party red,Bomber02,Noob,4,7,pink,Hair08 red,,,1,,,,
2699,Degen Fox #2699,1494,204.5212708093,7,Moon violet,T-shirt cards,Noob,,7,red,WGMI,,,8,,,,
3969,Degen Fox #3969,1495,204.5085311549,8,City blue,T-shirt flipit,Noob,1,02 color,red,Hair06 violet,,,04 rainbow,,,,
887,Degen Fox #887,1496,204.4982821332,8,Moon violet,Shirt short sleeve,Noob,,08 diamond,red,Knitted hat,,,3,,2,,
1048,Degen Fox #1048,1497,204.3636788218,7,Party blue,Jacket brown,Noob,,5,Red tiger,Construction helmet,,,3,,,,
2311,Degen Fox #2311,1498,204.2529000272,7,Rays red,T-shirt pink,Noob,,04 blue,white,Hair01 orange,,,7,,,,
4223,Degen Fox #4223,1499,204.1204490044,7,Basic green,Shirt yellow,Noob,,01 blue,white,Cylinder Hat,,,11 pipe,,,,
3515,Degen Fox #3515,1500,203.9706289216,8,Party red,T-shirt Web,Noob,,06 red,Red tiger,Cylinder Hat,,,9,,,Rose,
1057,Degen Fox #1057,1501,203.8795866445,8,Rays blue,Hoodie + hood 03,Noob,,02 color,white,,Hood 02,,12,,1,,
