ID,Name,Rank,Rarity_Score,Attributes,Background,Calligraphy,Eyes,Face,Facepaint,Headband,Mouth,Nose,Panel,Paper,Sign Panel,Signature,Special
636,Tezumura #636,669,475.7207604979546,12,Taisha,Calligraphy,Kensa,Rich Purple,No Moyo,Kung Fu Fighter 02,Tezos Chcco,Fuji,Tate Byubu Navy,Washi paper,Sign Panel 02,Signature,
142,Tezumura #142,670,475.6637172326372,12,Basketry 03,Calligraphy,Thoughtful,Sharp  Red,No Moyo,Daimyo of Nikko,Bastard,Fuji,No Byoubu,Washi paper,Sign Panel 08,Signature,
316,Tezumura #316,671,475.46972899629617,12,Carmine,Calligraphy,Naha Machi,Happy Grey,David Thunder,Geishasan,WEW,Manga,Star Knife Red,Washi paper,Sign Panel 07,Signature,
679,Tezumura #679,672,474.99319605277566,12,Yamabuki,Calligraphy,Kabuki Eyes02,Rich Beige,Omuri Kaki 04,Oni Raijin,Cocktail,Sharpy,Byubu Midori,Washi paper,Sign Panel 08,Signature,
674,Tezumura #674,673,473.8741281645197,12,Sakura Iro,Calligraphy,Foxy Lady 02,Marui Yellow,Heart,High Maiko,Karasu,Whictchy,No Byoubu,Washi paper,Sign Panel 14,Signature,
936,Tezumura #936,674,473.52228485389765,12,Carmine,Calligraphy,Fighto!,Marui Grey,Manabi 01,Bushi 01,Tez Coin 02,Whictchy,No Byoubu,Washi paper,Sign Panel 03,Signature,
787,Tezumura #787,675,473.5001877063826,12,Asagao 04,Calligraphy,Disney Eyes,Oval Beige,Majime 02,Lady of Fun,Tezos Binky 01,Buta,No Byoubu,Washi paper,Sign Panel 15,Signature,
738,Tezumura #738,676,473.2684602026448,12,Gunroku,Calligraphy,Kashira,Oval white,Mononoke,Hyper Bot 03,HUH !!!,Fuji,No Byoubu,Washi paper,Sign Panel 11,Signature,
329,Tezumura #329,677,472.6504460576007,12,Hineiro,Calligraphy,Foxy Lady 02,Keen  Grey,Joker,Senior Demon,Smily,Fuji,No Byoubu,Washi paper,Sign Panel 03,Signature,
397,Tezumura #397,678,472.64008734371225,12,Sakura Iro,Calligraphy,Bushi Eyes,Marui Brown,Majime 05,Brave Man,WhaAaaA,Whictchy,Sensu Beige,Washi paper,Sign Panel 09,Signature,
903,Tezumura #903,679,472.43458176529595,12,Hyakugun,Calligraphy,Marubero,Marui Blue,Otafuku 01,Violet Demon,Kiseru Pipe,Oldy,No Byoubu,Washi paper,Sign Panel 08,Signature,
716,Tezumura #716,680,472.4084600990742,12,Torinokoiro,Calligraphy,Konran,Long Chin Red,Otafuku 02,Samurai 02,Dali Punk Red,Bat,Tate Byubu  Green,Washi paper,Sign Panel 05,Signature,
452,Tezumura #452,681,472.0314863261823,12,KumoDot 02,Calligraphy,Fighto!,Rich Red,Frontman Yellow,Army Man,HUH !!!,Roundy,No Byoubu,Washi paper,Sign Panel 04,Signature,
368,Tezumura #368,682,471.99699050247307,12,Fujiiro,Calligraphy,Boring,Sharp grey,Majime 04,Nomad,WhaAaaA,Bootsu,Sensu Beige,Washi paper,Sign Panel 00,Signature,
107,Tezumura #107,683,471.34040332981215,12,Botan,Calligraphy,Warrior Time!,Rich Purple,Yamato 02,Kirin Aka,WEW,Fuji,Shikaku Murasaki,Washi paper,Sign Panel 12,Signature,
27,Tezumura #27,684,471.0714568819423,12,Asagao 04,Calligraphy,Kurushi,Keen White,Warrior Paint Yellow,The Ainu,Sushi,Sharpy,No Byoubu,Washi paper,Sign Panel 03,Signature,
824,Tezumura #824,685,470.6435194942526,12,Rose Madder,Calligraphy,Majime,Sharp Blue,Shogun 02,Luna Bun,Dali Punk Red,Whictchy,No Byoubu,Washi paper,Sign Panel 00,Signature,
723,Tezumura #723,686,470.528629600336,12,Carmine,Calligraphy,Gakumon,Rich Grey,Warrior Paint Green,Icecream Man,Napkin,Whictchy,Sensu  Green,Washi paper,Sign Panel 00,Signature,
546,Tezumura #546,687,470.1485194205577,12,Hyakugun,Calligraphy,Konran,Oval Grey,Otafuku 04,Kabuki on Ice,Pizza,Manga,Byobu Murasaki,Washi paper,Sign Panel 03,Signature,
272,Tezumura #272,688,469.35390483551845,12,Torinokoiro,Calligraphy,Naha Machi,Marui Brown,Otafuku 03,Kanuki Prince,Gummy Balloon,Manga,Byubu Lime,Washi paper,Sign Panel 10,Signature,
671,Tezumura #671,689,467.7719058697505,12,Gunroku,Calligraphy,Musume,Oval Grey,Moyo 04,Devil Kid 02,Boring,Oldy,No Byoubu,Washi paper,Sign Panel 09,Signature,
545,Tezumura #545,690,467.76946292270856,12,Yamabuki,Calligraphy,Kensa,Happy Red,Aka Shu,Marshal,Bread time!,Whictchy,No Byoubu,Washi paper,Sign Panel 07,Signature,
14,Tezumura #14,691,467.3722012988158,12,Torinokoiro,Calligraphy,Yatta,Marui Blue,Warrior Paint Yellow,Harajuku Blue,Big Lips,Bootsu,No Byoubu,Washi paper,Sign Panel 09,Signature,
755,Tezumura #755,692,467.2115295162373,12,Hyakugun,Calligraphy,HoHoemi,Sharp grey,Otafuku 01,Ronin 3,Thousand Tez 03,Lumpy,No Byoubu,Washi paper,Sign Panel 10,Signature,
618,Tezumura #618,693,466.43929207716354,12,Taisha,Calligraphy,Kurushi,Rich Grey,No Moyo,Maiko 03,WhaAaaA,Ringgu,Tate Byubu  Red,Washi paper,Sign Panel 02,Signature,
529,Tezumura #529,694,466.250705795193,12,Golden,Calligraphy,Serious Eyes,Keen  Grey,Mononoke,Heaven King,Pizza,Sharpy,Sensu  Green,Washi paper,Sign Panel 12,Signature,
894,Tezumura #894,695,466.0515509341865,12,Rokusho,Calligraphy,Hero,Keen  Red,Warrior Paint Indigo,Savant,Warrior 03,Marui,No Byoubu,Washi paper,Sign Panel 15,Signature,
50,Tezumura #50,696,465.20383527326385,12,Maru Nami 03,Calligraphy,Ruminate,Marui Brown,Midori Shu,Rich Man,WhaAaaA,Fuji,No Byoubu,Washi paper,Sign Panel 12,Signature,
785,Tezumura #785,697,464.36669169648735,12,Asagao 01,Calligraphy,Kensa,Rich Red,No Moyo,Afro Koi,Antiuque Pipe,Buta,Byubu Midori,Washi paper,Sign Panel 02,Signature,
978,Tezumura #978,698,463.5770059472005,12,Hyakugun,Calligraphy,Konran,Long Chin Biege,Manabi 01,Lil Girl,Tezos Ice 01,Bat,Sensu  Green,Washi paper,Sign Panel 15,Signature,
404,Tezumura #404,699,463.5747580317039,12,Carmine,Calligraphy,What's up,Oval Beige,Kabuki Green,Army of Kojima,Dali Punk Red,Asura,Tate Byubu  Yellow,Washi paper,Sign Panel 12,Signature,
694,Tezumura #694,700,463.4679686865129,12,Cerulean Blue,Calligraphy,Fighto!,Oval Red,Yamato 01,Geishasan,Warrior 03,Bat,Tate Byubu Midori,Washi paper,Sign Panel 15,Signature,
572,Tezumura #572,701,462.7527749446845,12,Fujiiro,Calligraphy,Sunglass,Oval Beige,Manabi 01,Mickey Demon,Tounge Out,Groovy,No Byoubu,Washi paper,Sign Panel 03,Signature,
560,Tezumura #560,702,462.3878094193263,12,Sakura Iro,Calligraphy,HoHoemi,Keen  Red,Heitai Red,Police,Biting Yen,Indoman,No Byoubu,Washi paper,Sign Panel 13,Signature,
683,Tezumura #683,703,462.3053275669189,12,Hyakugun,Calligraphy,Monsta!!,Marui White,Kabuki 01,Brave Man,Antiuque Pipe,Fuji,No Byoubu,Washi paper,Sign Panel 08,Signature,
409,Tezumura #409,704,461.78991523184783,12,Malachite,Calligraphy,Konran,Oval Grey,Majime 05,Kung Fu Fighter,Wow,Whictchy,Shikaku Navy,Washi paper,Sign Panel 10,Signature,
357,Tezumura #357,705,461.47612465998475,12,Kusama 02,Calligraphy,Fighto!,Sharp  Red,Kabuki Red,Evil Kabuki,Tezos Chcco,Sharpy,No Byoubu,Washi paper,Sign Panel 06,Signature,
114,Tezumura #114,706,461.43699262497165,12,Torinokoiro,Calligraphy,Cute eyes,Marui White,Kiss 01,Junior Demon,Dorobou,Hook,No Byoubu,Washi paper,Sign Panel 09,Signature,
292,Tezumura #292,707,460.52049944241344,12,Rose Madder,Calligraphy,Third Eyes,Sharp  Red,Frontman Yellow,Demon Teen Green,Foxy Smile,Oldy,Shikaku Red,Washi paper,Sign Panel 10,Signature,
607,Tezumura #607,708,460.3946601290923,12,Kousaten 03,Calligraphy,Demon Eyes,Happy Red,No Moyo,O-bake,Dorobou,Fuji,No Byoubu,Washi paper,Sign Panel 13,Signature,
429,Tezumura #429,709,459.67133997098955,12,Hanga 01,Calligraphy,Ruminate,Happy White,Moyo 02,Junior Demon,Biting Yen,Sharpy,No Byoubu,Washi paper,Sign Panel 10,Signature,
928,Tezumura #928,710,459.0818455779146,12,Taisha,Calligraphy,Hitome,Long Chin White,Majime 03,Craft man and Ice,Big Lips,Fuji,No Byoubu,Washi paper,Sign Panel 13,Signature,
479,Tezumura #479,711,458.9001877063826,12,Sakura Iro,Calligraphy,Demon Eyes,Sharp White,Shogun 01,Lady of Fun,Tez Coin 03,Buta,No Byoubu,Washi paper,Sign Panel 15,Signature,
506,Tezumura #506,712,458.8958701952849,12,Malachite,Calligraphy,Kensa 02,Marui Grey,Moyo 02,Tokugawa,He He He,Bat,No Byoubu,Washi paper,Sign Panel 04,Signature,
718,Tezumura #718,713,458.00702426510844,12,Rokusho,Calligraphy,Kabuki Eyes02,Keen  Grey,Omuri Kaki 01,Evil Kabuki,Thousand Tez 01,Mahou,Tate Byubu Violet,Washi paper,Sign Panel 05,Signature,
849,Tezumura #849,714,457.9226266786284,12,Pixel 05,Calligraphy,Thoughtful,Rich Beige,No Moyo,Shogun,Hmm...,Whictchy,No Byoubu,Washi paper,Sign Panel 02,Signature,
31,Tezumura #31,715,457.38655776810623,12,Hineiro,Calligraphy,Hero,Sharp Blue,Omuri Kaki 04,The Artisan,WEW,Mahou,Tate Byubu Midori,Washi paper,Sign Panel 11,Signature,
685,Tezumura #685,716,457.0917988568482,12,Wave Pattern 01,Calligraphy,What's up,Keen  Red,Mononoke,Army Man,Dagger,Hook,No Byoubu,Washi paper,Sign Panel 09,Signature,
320,Tezumura #320,717,456.07869369193935,12,Asagao 02,Calligraphy,Kensa,Long Chin White,Kabuki 01,Kung Fu Fighter,Spaghetti,Whictchy,No Byoubu,Washi paper,Sign Panel 04,Signature,
925,Tezumura #925,718,454.3484615887918,12,Yen 01,Calligraphy,Kensa,Sharp grey,Kabuki Green,Army Man,melon,Yama,No Byoubu,Washi paper,Sign Panel 12,Signature,
480,Tezumura #480,719,453.99507481105366,12,Fujiiro,Calligraphy,Kurushi,Sharp  Beige,Frontman Yellow,Grand General,Pizza,Asura,Tate Byubu Midori,Washi paper,Sign Panel 01,Signature,
116,Tezumura #116,720,453.2648029167125,12,Yamabuki,Calligraphy,Hanaman,Oval Grey,Heitai Indigo,Rich man Blue,melon,Bootsu,No Byoubu,Washi paper,Sign Panel 02,Signature,
313,Tezumura #313,721,452.9397917573933,12,Hyakugun,Calligraphy,Charming,Oval Beige,Majime 04,Ronin 3,Wow Ha Ha,Bat,Byubu Lime,Washi paper,Sign Panel 06,Signature,
494,Tezumura #494,722,452.8324580642518,12,Torinokoiro,Calligraphy,Stunned,Sharp  Beige,Otafuku 02,Rock Munk,Laughing,Roundy,Sensu Momoiro,Washi paper,Sign Panel 12,Signature,
552,Tezumura #552,723,452.7447117550151,12,Hineiro,Calligraphy,Kabuki eyes,Sharp  Red,Yamato 01,Samurai 02,Laughing,Oldy,No Byoubu,Washi paper,Sign Panel 00,Signature,
298,Tezumura #298,724,452.59709971558533,12,Botan,Calligraphy,Gakumon,Sharp grey,Mononoke,Kung Fu Fighter 02,Tezos Ice  03,Fuji,Byubu Yellow,Washi paper,Sign Panel 05,Signature,
532,Tezumura #532,725,452.52820072721426,12,Cerulean Blue,Calligraphy,Bushi Eyes,Happy Beige,Manabi 03,Harajuku Blue,Licking Lip,Yama,No Byoubu,Washi paper,Sign Panel 09,Signature,
350,Tezumura #350,726,452.15511532875865,12,Botan,Calligraphy,Katamari,Marui Yellow,Omuri Kaki 04,Tezos Army Red,Tezos Ice  03,Sharpy,No Byoubu,Washi paper,Sign Panel 01,Signature,
418,Tezumura #418,727,451.7919816727412,12,Hyakugun,Calligraphy,HoHoemi,Marui Brown,Ao Shu,Horse Jocky,Foxy Smile,Marui,Tate Byubu  Green,Washi paper,Sign Panel 01,Signature,
617,Tezumura #617,728,451.4937592057402,12,Fujiiro,Calligraphy,Warrior Time!,Marui Beige,Majime 03,Kami,Thousand Tez 03,Sharpy,No Byoubu,Washi paper,Sign Panel 08,Signature,
455,Tezumura #455,729,451.4382195778691,12,Malachite,Calligraphy,Katamari,Oval Red,Moyo 04,Tezos Army YL,Blue Lollipop,Fuji,No Byoubu,Washi paper,Sign Panel 07,Signature,
946,Tezumura #946,730,451.0392918866942,12,Hineiro,Calligraphy,Monsta!!,Sharp  Red,Shogun 03,Army Man,Tounge Out,Whictchy,No Byoubu,Washi paper,Sign Panel 05,Signature,
430,Tezumura #430,731,451.0010912942692,12,Sakura Iro,Calligraphy,Josu,Keen  Red,Heitai Yellow,Devil Kid,Uncle Grey Mustache,Whictchy,No Byoubu,Washi paper,Sign Panel 04,Signature,
509,Tezumura #509,732,450.14274489497353,12,Hanga 01,Calligraphy,Konran,Rich Red,Aka Shu,The Artisan,Gummy Balloon,Whictchy,No Byoubu,Washi paper,Sign Panel 14,Signature,
973,Tezumura #973,733,449.7471875074388,12,Botan,Calligraphy,Boring,Keen Beige,Warrior Paint Indigo,Maiko 01,HUH !!!,Sharpy,Tate Byubu  Yellow,Washi paper,Sign Panel 09,Signature,
374,Tezumura #374,734,449.5238015499515,12,Malachite,Calligraphy,Konran,Oval Beige,No Moyo,Brainman,Pink Donut,Yama,No Byoubu,Washi paper,Sign Panel 11,Signature,
137,Tezumura #137,735,449.40802858866084,12,Botan,Calligraphy,Konran,Happy Grey,Warrior Paint Red,Opera Actor,Sushi,Hook,Sensu Beige,Washi paper,Sign Panel 14,Signature,
121,Tezumura #121,736,448.777661596153,12,Golden,Calligraphy,Kensa,Sharp  Beige,Frontman Red,The Ainu,He He He,Asura,Tate Byubu  Chairo,Washi paper,Sign Panel 07,Signature,
476,Tezumura #476,737,448.7316900018195,12,Sakura Iro,Calligraphy,Josu,Long Chin White,No Moyo,Kirin Aka,Tez Coin 03,Wavy,Sensu Beige,Washi paper,Sign Panel 02,Signature,
439,Tezumura #439,738,448.661578386388,12,Sakura Iro,Calligraphy,Stunned,Keen  Red,Yamato 01,Kirin Aka,Saiya Mouth,Oldy,No Byoubu,Washi paper,Sign Panel 00,Signature,
149,Tezumura #149,739,448.4224340382126,12,Sakura Iro,Calligraphy,Foxy Lady 02,Rich Red,Warrior Paint Indigo,Oni Raijin,Gummy Balloon,Fuji,No Byoubu,Washi paper,Sign Panel 03,Signature,
751,Tezumura #751,740,448.2867680088432,12,Malachite,Calligraphy,Hanaman,Long Chin White,Frontman Red,High Maiko,Smily,Marui,No Byoubu,Washi paper,Sign Panel 13,Signature,
306,Tezumura #306,741,447.9679285750832,12,Cerulean Blue,Calligraphy,Rikka,Oval Grey,Frontman Red,Greeny Demon,Smily,Fuji,No Byoubu,Washi paper,Sign Panel 14,Signature,
32,Tezumura #32,742,447.8500424045655,12,Sakura Iro,Calligraphy,Hanaman,Sharp  Beige,Midori Shu, Dorobo Man,EHiiii,Marui,Byubu Red,Washi paper,Sign Panel 10,Signature,
386,Tezumura #386,743,447.0761836301514,12,Kumori 01,Calligraphy,Cute eyes,Happy Red,No Moyo,Prince of Tez,HaHaHa,Whictchy,No Byoubu,Washi paper,Sign Panel 08,Signature,
514,Tezumura #514,744,447.0436024578584,12,Golden,Calligraphy,Majime,Sharp  Red,Majime 03,Bushi 02,Bastard,Fuji,Sensu Murasaki,Washi paper,Sign Panel 13,Signature,
410,Tezumura #410,745,446.83608370958723,12,Malachite,Calligraphy,Gakumon,Sharp  Beige,Mononoke,Marshal,Uncle Grey Mustache,Coma,No Byoubu,Washi paper,Sign Panel 11,Signature,
733,Tezumura #733,746,446.63970213514114,12,Rokusho,Calligraphy,Majime,Sharp White,Warrior Paint Red,The Artisan,Kiseru Pipe,Indoman,No Byoubu,Washi paper,Sign Panel 03,Signature,
443,Tezumura #443,747,446.4102011680726,12,Gunroku,Calligraphy,Third Eyes,Happy Grey,No Moyo,Maiko 01,Uncle Grey Mustache,Indoman,Star Knife Bue,Washi paper,Sign Panel 04,Signature,
402,Tezumura #402,748,445.807925110891,12,Cerulean Blue,Calligraphy,Grim,Marui Yellow,Heitai Red,Ronin 02,Burger Time!,Shimpuru,Shikaku Yellow,Washi paper,Sign Panel 15,Signature,
17,Tezumura #17,749,445.42489576409446,12,Taisha,Calligraphy,Yatta,Sharp  Beige,Heitai Yellow,The Ainu,Yellow Texas Mustache,Fuji,Star Knife Bue,Washi paper,Sign Panel 10,Signature,
323,Tezumura #323,750,445.06464140639616,12,Botan,Calligraphy,Sunglass,Sharp Blue,Manabi 04,Demon Kabuki,Pizza,Marui,No Byoubu,Washi paper,Sign Panel 01,Signature,
958,Tezumura #958,751,444.53330277598633,12,Asagao 01,Calligraphy,Dotto,Sharp White,Joker,Mickey Demon,Tez Coin 02,Whictchy,No Byoubu,Washi paper,Sign Panel 09,Signature,
832,Tezumura #832,752,443.52531419599825,12,Kousaten 01,Calligraphy,Warrior Time!,Marui Grey,Mononoke,Kabuki on Ice,WEW,Fuji,No Byoubu,Washi paper,Sign Panel 07,Signature,
734,Tezumura #734,753,443.36487252003053,12,Gunroku,Calligraphy,HoHoemi,Sharp  Red,Mononoke,Demon Kabuki,Burger Time!,Fuji,Shikaku Red,Washi paper,Sign Panel 11,Signature,
232,Tezumura #232,754,442.7720127605915,12,Rokusho,Calligraphy,Pirate,Marui Grey,Mononoke,Nomad,Tezos Binky 02,Groovy,No Byoubu,Washi paper,Sign Panel 09,Signature,
340,Tezumura #340,755,441.9875496201465,12,Hyakugun,Calligraphy,Kurushi,Oval Grey,Mononoke,The Pink Mask,Pink Donut,Sharpy,Byobu Murasaki,Washi paper,Sign Panel 13,Signature,
524,Tezumura #524,756,441.88759938134405,12,Taisha,Calligraphy,Hitome,Rich Purple,Manabi 01,Devil Kid,Thousand Tez 03,Fuji,No Byoubu,Washi paper,Sign Panel 08,Signature,
98,Tezumura #98,757,441.677757083289,12,Yen 01,Calligraphy,Stunned,Happy Grey,Frontman Navy,Geishasan,Antiuque Pipe,Fuji,No Byoubu,Washi paper,Sign Panel 04,Signature,
528,Tezumura #528,758,441.23047552287386,12,Rose Madder,Calligraphy,Naha Machi,Oval Red,Majime 02,Lady of Fun 02,Pink Donut,Indoman,Sensu Blue,Washi paper,Sign Panel 13,Signature,
960,Tezumura #960,759,440.8958806812572,12,Hanga 03,Calligraphy,What's up,Keen  Grey,No Moyo,Punk Stars,Warrior 03,Ringgu,Sensu Indigo,Washi paper,Sign Panel 00,Signature,
379,Tezumura #379,760,440.7132418038559,12,Malachite,Calligraphy,Konran,Long Chin Red,Moyo 01,Icecream Man,HUH !!!,Hook,Sensu Blue,Washi paper,Sign Panel 05,Signature,
269,Tezumura #269,761,440.3991930508324,12,Asagao 04,Calligraphy,Konran,Happy Grey,Yamato 02,Lady of Fun 02,EHiiii,Bat,No Byoubu,Washi paper,Sign Panel 10,Signature,
100,Tezumura #100,762,440.28915467748374,12,Rose Madder,Calligraphy,Funny Eyes,Sharp White,Otafuku 02,Shogun 02,Ehhh!,Asura,No Byoubu,Washi paper,Sign Panel 13,Signature,
318,Tezumura #318,763,440.1443516722037,12,Taisha,Calligraphy,Kensa,Marui Brown,Mononoke,Kabuki Crabman,Bastard,Whictchy,Star Knife Indigo,Washi paper,Sign Panel 13,Signature,
253,Tezumura #253,764,439.3577753431983,12,Golden,Calligraphy,Dotto,Rich Red,Mononoke,Nobility,Hmm...,Roundy,Tate Byubu  Green,Washi paper,Sign Panel 10,Signature,
752,Tezumura #752,765,438.7715650263483,12,Golden,Calligraphy,Snake Eyes,Marui White,Manabi 02,Rock Munk,Tezos Chcco,Buta,No Byoubu,Washi paper,Sign Panel 12,Signature,
833,Tezumura #833,766,438.51483757193097,12,Carmine,Calligraphy,Hitome,Marui White,Ao Shu,Lady of Fun 02,Burger Time!,Fuji,Byubu Lime,Washi paper,Sign Panel 02,Signature,
768,Tezumura #768,767,438.43328329082755,12,Rokusho,Calligraphy,Ruminate,Keen White,Majime 02,Red Pilot,Biting Yen,Sharpy,No Byoubu,Washi paper,Sign Panel 14,Signature,
581,Tezumura #581,768,438.16633410227007,12,Malachite,Calligraphy,Ruminate,Happy Red,No Moyo,Maiko 03,Gummy Balloon,Groovy,Sensu  Green,Washi paper,Sign Panel 11,Signature,
821,Tezumura #821,769,437.955089869619,12,Botan,Calligraphy,Konran,Rich Red,Majime 05,Heaven King,Karasu,Indoman,No Byoubu,Washi paper,Sign Panel 08,Signature,
388,Tezumura #388,770,437.84897177790657,12,Hyakugun,Calligraphy,Kensa,Oval Beige,Heart,Brave Man,Tezos Chcco,Manga,No Byoubu,Washi paper,Sign Panel 13,Signature,
957,Tezumura #957,771,436.80647611667735,12,Fujiiro,Calligraphy,What's up,Rich Purple,Manabi 04, Dorobo Man,Kiseru Pipe,Lumpy,Shikaku Green,Washi paper,Sign Panel 01,Signature,
924,Tezumura #924,772,436.4140730268224,12,Rokusho,Calligraphy,Konran,Oval Beige,Heart,Merchant,HaHaHa,Coma,No Byoubu,Washi paper,Sign Panel 12,Signature,
97,Tezumura #97,773,435.7786255780702,12,Hineiro,Calligraphy,Boring,Sharp grey,Kawaii,Maiko 02,Burger Time!,Fuji,No Byoubu,Washi paper,Sign Panel 00,Signature,
106,Tezumura #106,774,435.4256172483803,12,Rose Madder,Calligraphy,Josu,Keen Beige,No Moyo,Police,HUH !!!,Sharpy,Byubu Yellow,Washi paper,Sign Panel 14,Signature,
498,Tezumura #498,775,435.41260446539354,12,Yamabuki,Calligraphy,Disney Eyes,Keen Beige,Otafuku 02,Merchant,Big Lips,Fuji,Sensu Murasaki,Washi paper,Sign Panel 02,Signature,
812,Tezumura #812,776,435.1923604500094,12,Cerulean Blue,Calligraphy,Serious Eyes,Sharp  Red,Omuri Kaki 04,Banzai Man,Tezos Binky 02,Shimpuru,No Byoubu,Washi paper,Sign Panel 05,Signature,
700,Tezumura #700,777,434.22276769365004,12,Botan,Calligraphy,Rikka,Long Chin Blue,Manabi 03,Painter 01,Rainbow Vomit,Bandage,No Byoubu,Washi paper,Sign Panel 12,Signature,
731,Tezumura #731,778,433.95447580420995,12,Sakura Iro,Calligraphy,Disney Eyes,Sharp grey,Midori Shu,Painter 02,EHiiii,Asura,No Byoubu,Washi paper,Sign Panel 12,Signature,
223,Tezumura #223,779,433.9324944195357,12,Rokusho,Calligraphy,Funny Eyes,Happy White,Otafuku 01,Electoman,EHiiii,Shimpuru,No Byoubu,Washi paper,Sign Panel 12,Signature,
695,Tezumura #695,780,433.8682583068909,12,Asagao 01,Calligraphy,Kensa,Sharp Blue,Warrior Paint Red,Daimyo,WEW,Fuji,No Byoubu,Washi paper,Sign Panel 04,Signature,
128,Tezumura #128,781,433.7963472458157,12,Yamabuki,Calligraphy,Kensa,Oval Beige,Yamato 03,Shinto priest,Foxy Smile,Bandage,No Byoubu,Washi paper,Sign Panel 05,Signature,
548,Tezumura #548,782,433.7013520632133,12,Hanga 03,Calligraphy,Warrior Time!,Keen  Red,Omuri Kaki 01,Geishasan,Pizza,Whictchy,Shikaku Midori,Washi paper,Sign Panel 07,Signature,
76,Tezumura #76,783,433.46529904968656,12,Carmine,Calligraphy,Kensa,Sharp Blue,Kabuki Red,Literati,Kiseru Pipe,Fuji,Star Knife Bue,Washi paper,Sign Panel 15,Signature,
150,Tezumura #150,784,432.7563242207638,12,Hyakugun,Calligraphy,Konran,Oval Red,Mononoke,Banzai Man,Butterfly,Keen,No Byoubu,Washi paper,Sign Panel 07,Signature,
580,Tezumura #580,785,431.7059894720926,12,Maru Nami 04,Calligraphy,Rikka,Oval Grey,Majime 01,The Ainu,EHiiii,Coma,No Byoubu,Washi paper,Sign Panel 11,Signature,
161,Tezumura #161,786,431.60230176282084,12,Crane,Calligraphy,Cute eyes,Rich White,Midori Shu,Mickey Demon,HUH !!!,Fuji,No Byoubu,Washi paper,Sign Panel 14,Signature,
559,Tezumura #559,787,430.4738876698166,12,Hineiro,Calligraphy,Kensa,Happy Grey,Ao Shu,Army of Kojima,Licking Lip,Ringgu,Byobu Chairo,Washi paper,Sign Panel 12,Signature,
44,Tezumura #44,788,430.3609951020602,12,Taisha,Calligraphy,Kensa,Rich Red,No Moyo,Violet Demon,Sexy Hey,Fuji,Shikaku Rose,Washi paper,Sign Panel 07,Signature,
184,Tezumura #184,789,430.27978279313675,12,Fujiiro,Calligraphy,Konran,Rich Grey,Kabuki Green,Heaven King,Bastard,Ringgu,No Byoubu,Washi paper,Sign Panel 13,Signature,
586,Tezumura #586,790,429.14223954516893,12,Hyakugun,Calligraphy,Cute eyes,Oval white,Midori Shu,Ronin 3,He He He,Asura,Sensu Blue,Washi paper,Sign Panel 10,Signature,
160,Tezumura #160,791,429.0769219592357,12,Golden,Calligraphy,Grim,Marui Grey,Omuri Kaki 04,Samurai 01,Biting Yen,Asura,Byubu Red,Washi paper,Sign Panel 13,Signature,
391,Tezumura #391,792,428.291685300717,12,Botan,Calligraphy,Cute eyes,Happy White,Ao Shu,Kabuki shiro,Sexy Hey,Bootsu,No Byoubu,Washi paper,Sign Panel 00,Signature,
152,Tezumura #152,793,428.26835179991986,12,Carmine,Calligraphy,Kensa 02,Oval Red,Moyo 04,Geishasan,Butterfly,Wavy,No Byoubu,Washi paper,Sign Panel 06,Signature,
963,Tezumura #963,794,427.9505611306585,12,Cerulean Blue,Calligraphy,Hitome,Rich White,Moyo 04,Opera Actor,Burger Time!,Oldy,No Byoubu,Washi paper,Sign Panel 13,Signature,
650,Tezumura #650,795,427.92360180521536,12,Gunroku,Calligraphy,Kensa 02,Sharp Blue,Omuri Kaki 04,Junior Demon,Pizza,Bat,Sensu Murasaki,Washi paper,Sign Panel 10,Signature,
530,Tezumura #530,796,427.49645190417635,12,Golden,Calligraphy,Yatta,Sharp Blue,Otafuku 02,Dragon Demon,Tezos Binky 01,Joker,No Byoubu,Washi paper,Sign Panel 12,Signature,
590,Tezumura #590,797,427.21754342428676,12,Kumori 01,Calligraphy,Warrior Time!,Happy White,No Moyo, Dorobo Man,Tez Coin 03,Ringgu,No Byoubu,Washi paper,Sign Panel 14,Signature,
355,Tezumura #355,798,426.574840682204,12,Maru Nami 03,Calligraphy,Kensa,Rich White,Yamato 02,Geishasan,Big Lips,Manga,No Byoubu,Washi paper,Sign Panel 04,Signature,
856,Tezumura #856,799,425.83995401514136,12,Coin Pattern 04,Calligraphy,Kensa,Long Chin Red,Warrior Paint Blue,Lil Girl,Antiuque Pipe,Whictchy,No Byoubu,Washi paper,Sign Panel 08,Signature,
145,Tezumura #145,800,425.7924938150963,12,Hyakugun,Calligraphy,Kashira,Rich Red,Manabi 04,Maiko 02,EHiiii,Manga,No Byoubu,Washi paper,Sign Panel 02,Signature,
873,Tezumura #873,801,425.5022631532744,12,Cerulean Blue,Calligraphy,Hanaman,Oval Red,No Moyo,Shogun,melon,Keen,Byubu Midori,Washi paper,Sign Panel 10,Signature,
765,Tezumura #765,802,425.4989894856613,12,Hineiro,Calligraphy,Disney Eyes,Marui Yellow,Kabuki Red,Banzai Man,Saiya Mouth,Buta,Sensu Blue,Washi paper,Sign Panel 00,Signature,
209,Tezumura #209,803,425.3816565335225,12,Malachite,Calligraphy,Kensa,Rich Grey,Moyo 04,Electoman,Spaghetti,Keen,Byubu Yellow,Washi paper,Sign Panel 03,Signature,
