ID,Name,Rank,Rarity_Score,Attributes,Backdrop,Backdrop Shape,Barnet,Body,Bodymod,Clothing,Collar,Cultural Artefact,Eyeware,Face,Face Accessory,Familiar,Groom,Hat,Hat Hair,Head Gear,Head Ornamentation,Heroes,Hood,Look,Mask,Name,Piercings,Special Figure,Special Head,Status,Tattoo
4010,VesselsGen0 #4010,1204,4129.846031452384,14,Devil Wings,Triangle,,Ice Cold,Bodymod [EMPTY],Nordic Dress,,,Neonz Specz,Sideways Glance Male,Plaster,Familiar [EMPTY],Big Beard,Henry's,,,Devil Horns,,,The Blues,,Rilust,,,,,
4802,VesselsGen0 #4802,1205,4129.692199702726,10,Angel Wings,,Signature Forelock,Golden Child,Bodymod [EMPTY],Dungarees,,,,Female Face,Face_Accessory_Freckles,,,,,,,,Tezzard Onesie,Supergood,,Fuastin,,,,,
4596,VesselsGen0 #4596,1206,4129.669537283157,9,Goodie Blue,,,,,Gillet,Collar_8,,,,,Monster,,,,,Devil Horns,,,Supergood,,Seorm,,Bull Body,Mutated Pirate Face,,
25,VesselsGen0 #25,1207,4129.5974012525185,10,Blood Red,Shapeless [EMPTY],,Ice Cold,,Tee_A,,,Glasses [EMPTY],Male Face,,,,,,Peter's,,,Head Scarf 2,Supergood,,Ingther,,,,,
4620,VesselsGen0 #4620,1208,4129.343099957757,9,Bling,,,,,Kimono I,Collar_8,,,,,Monster,,,,,Devil Horns,,,Happy,,Firtogo,,Bull Body,Mutated Pirate Face,,
2218,VesselsGen0 #2218,1209,4129.258804397468,13,Special Circle,,Swooshy,Ice Cold,Death Paint,Americas Dress,Collar_1,,Aviators,Female Face,Plaster,Skull Cat,,,,,Ciggie,,,,,Brosios,,,,,Tattoo_D
3587,VesselsGen0 #3587,1210,4129.031668401751,13,Acid Green,,,Gen-0_A,Face Palm,Biker Jacket,Collar_7,,,Female Face,Face_Accessory_Freckles,Familiar [EMPTY],,,,Red Amour Helmet,Head Ornament [EMPTY],,,Supergood,,Cyrena ,,,,,Tattoo_A
4693,VesselsGen0 #4693,1211,4129.0067072912225,7,Rising Sun,,,,,OINKY Riot Gear,,,,,,Familiar [EMPTY],,,,,,,,Happy,,Snickers,,Furry Yellow Body,King Of Furries ,,
421,VesselsGen0 #421,1212,4128.9710309763195,10,The Deeps,Circle,,Gen-0_C,,Red Tee,,,Neonz Specz,Evil Eyes,,,,War Pig,,,,,Head Scarf 2,Happy,,Rhiblem,,,,,
4455,VesselsGen0 #4455,1213,4128.527286798306,14,Old Quarter,,,Gen-0_A,Bodymod [EMPTY],Black Samurai Body Armour,,,NEONZ ARZ,Micky Glowing Blue Eyes,Plaster,Familiar [EMPTY],The 5 O'clock,Henry's,,,Head Ornament [EMPTY],,,Happy,,Irh,,,,,Tattoo_D
1405,VesselsGen0 #1405,1214,4128.493863688059,13,Blood Red,,,Golden Child,Mech Pilot Paint,Kimono I,Collar_3,,,Female Face,Face_Accessory_Freckles,Ice Scar,,,,Blue Armour Helmet,Ciggie,,,The Blues,,Pixie,,,,,Tattoo [EMPTY]
1907,VesselsGen0 #1907,1215,4128.2472144839485,14,Devil Wings,,,The Red Rage,Bodymod [EMPTY],Americas Dress,Collar_5,,,Male Face,Face Accessory [EMPTY],Peep Oh,Mustachio And Crop,,,Helmet Mech Black,Devil Horns,,,Happy,,Blackburn,,,,,Tattoo_C
4353,VesselsGen0 #4353,1216,4128.016221512631,10,Love Mist,Circle,Curlz,Gen-0_E,,Black Tee,,Cultural Artifact [EMPTY],,Female Face,,,,,,,,,,Happy,,Yer'nal,,,,,Tattoo_B
2280,VesselsGen0 #2280,1217,4127.882268868135,13,Fire,,,Hulkin,Death Paint,Yellow Jumper,Collar_1,,,Micky Glowing Blue Eyes,Plaster,Pigmy Hooter,,,,,Head Ornament [EMPTY],,,Happy,Ravage Mask,Tethbel,,,,,Tattoo [EMPTY]
2284,VesselsGen0 #2284,1218,4127.743478683983,15,Dragon!,,,Gen-0_E,Bodymod [EMPTY],Silver's Jacket,Collar_4,,Neonz Specz,Male Face,Cheek Heart,Familiar [EMPTY],Neo Dandy Beard,The Brigand,,,Devil Horns,,,Happy,,Fitzpatrick,,,,,Tattoo_D
1002,VesselsGen0 #1002,1219,4127.573963441302,13,Special Circle,,Signature Forelock,Ice Cold,Bodymod [EMPTY],Black Tee,Collar_6,,NEONZ ARZ,Female Face,Face_Accessory_Freckles,Ice Scar,,,,,Horn Bandana,,,,,Subimev,,,,,Tattoo_B
427,VesselsGen0 #427,1220,4127.555296827843,13,Bling,,,Gen-0_E,Mech Pilot Paint,Kimono I,,Nordic Artefact,,Sideways Glance Male,Face Accessory [EMPTY],Skull Cat,,War Pig,,,Ciggie,,,Supergood,,Moromshy,,,,,Tattoo_A
3384,VesselsGen0 #3384,1221,4127.432424169673,13,Devil Wings,Square,The Roman,Gen-0_E,Mech Pilot Paint,Red Body Armour ,,,Cyclopian,Male Face,Face_Accessory_Freckles,Monster,The 5 O'clock,,,,,,,,,Seldlt,,,,,Tattoo_C
2314,VesselsGen0 #2314,1222,4127.393150066486,14,Mech,,,Gen-0_B,Cyborg,Africa Dress,Collar_4,,,Tazer Face,Face_Accessory_Freckles,Monster,Mustachio And Crop,,,Helmet White,Devil Horns,,,Supergood,,Boomer,,,,,Tattoo_E
1314,VesselsGen0 #1314,1223,4127.38496001985,13,Mind Relaxer,,,Hulkin,War Paint,Americas Dress,Collar_4,,,Female Face,Cheek Heart,Familiar [EMPTY],,,,Monkey Skull,Angel Halo,,,Happy,,Denuos,,,,,Tattoo_B
753,VesselsGen0 #753,1224,4127.306914422473,15,Icey,,,Gen-0_B,Bodymod [EMPTY],Africa Dress,Collar [EMPTY],,Cyclopian,Shrug Male,Face Accessory [EMPTY],Pigmy Hooter,Neo Dandy Beard,The Bowler,,,Head Ornament [EMPTY],,,Supergood,,Nys'risa,,,,,Tattoo_B
19,VesselsGen0 #19,1225,4127.288161861917,12,Old Quarter,,,Gen-0_A,War Paint,Betsy's Clothes,,,,Evil Eyes,Face_Accessory_Freckles,Ice Scar,,,,,Head Ornament [EMPTY],,,Supergood,Ravage Mask,Washington,,,,,Tattoo_A
3519,VesselsGen0 #3519,1226,4127.215201674114,13,The Deeps,,Fader,The Void,Mech Pilot Paint,Tee_A,,,Dutch's,Female Face,Face Accessory [EMPTY],Omni Nibbler,,,,,Head Ornament [EMPTY],,,Happy,,Bilgerat,,,,,Tattoo [EMPTY]
1026,VesselsGen0 #1026,1227,4127.036076914498,13,Blood Red,,Blue Hair ,Gen-0_C,Hunter Paint,Siberian Dress,Collar [EMPTY],,,Female Face,Face_Accessory_Freckles,Aubi,,,,,,,,Supergood,Nordic Helmet,Rayech,,,,,Tattoo_A
4753,VesselsGen0 #4753,1228,4126.811824794043,11,Icey,,Signature Forelock,Gen-0_E,War Paint,Red Tee,,,,Nova,Face Accessory [EMPTY],,,,,,MSKD Horns,,Tezzard Onesie,Happy,,Ayr,,,,,
1463,VesselsGen0 #1463,1229,4126.627763146104,11,Goodie Blue,,Signature Forelock,Gen-0_D,Cyborg,Kimono I,,,,Female Face,Eyepatch 1,,,,,,,,Head Scarf 4,Happy,Siberian Head Gear,Mcdowell,,,,,
2077,VesselsGen0 #2077,1230,4126.423543723071,13,Blood Red,,"Skinhead, Skinhead",The Void,War Paint,Black Tee,,,,Witch Eyes,Face_Accessory_Freckles,Peep Oh,,,,,Devil Horns,,,The Blues,Tiger Mask,Drog,,,,,Tattoo_C
502,VesselsGen0 #502,1231,4126.30906767822,10,Heat Death Of The Universe,Triangle,Short Back and Sides Sir?,Gen-0_E,,Africa Dress,,Cultural Artifact [EMPTY],,Female Face,,,,,,,,,,Supergood,,Hernandez,,,,,Tattoo_B
3095,VesselsGen0 #3095,1232,4125.868153208056,13,Fire,Square,Foxyloxy,Gen-0_B,Death Paint,Red Body Armour ,,,Neonz Vizor,Male Face,Face_Accessory_Freckles,Ice Scar,Big Beard,,,,,,,,,Sum,,,,,Tattoo_D
3815,VesselsGen0 #3815,1233,4125.8410122480045,13,Can You Feel The Magic,,Blondie,Gen-0_C,Hunter Paint,Red Tee,Collar [EMPTY],,,Witch Eyes,Cheek Heart,Monster,,,,,,,,Happy,Africa Mask,Mikoku,,,,,Tattoo_B
3710,VesselsGen0 #3710,1234,4125.834984198262,14,Power Circle,Circle,Dreads,Gen-0_E,Death Paint,Go Go Merman Suit,,,Cyclopian,Male Face,Cheek Heart,Pigmy Hooter,Handlebars,,,,,,,Happy,,Lowery,,,,,Tattoo_C
2915,VesselsGen0 #2915,1235,4125.768977130327,12,Devil Wings,,,Gen-0_E,Mech Pilot Paint,Hoodie,Collar_7,,,Female Face,Face_Accessory_Freckles,Skull Cat,,,,Green Armour Helmet,,,,The Blues,,Clyhaos,,,,,Tattoo_D
3862,VesselsGen0 #3862,1236,4125.742648527095,13,Fire,,Blue Hair ,Gen-0_D,War Paint,Kimono II,,Native American Artefact,,Grrrrrrrrrrrrrrrrrrr,Face_Accessory_Freckles,,,,,,Devil Horns,,,Happy,Mask [EMPTY],Meyer,,,,,Tattoo [EMPTY]
1808,VesselsGen0 #1808,1237,4125.672605062724,14,Heat Death Of The Universe,,,Hulkin,The Thin Gold Line,Pink Tee,Collar_4,,,Rage Face,Cheek Heart,Aubi,Mustachio And Crop,,,Warlock,Devil Horns,,,Supergood,,Recoma,,,,,Tattoo_D
4990,VesselsGen0 #4990,1238,4125.354361615746,15,Goodie Blue,,,Ice Cold,Hunter Paint,Nordic Dress,Collar_1,,Glasses [EMPTY],Rage Face,Face_Accessory_Freckles,Skull Cat,Mustachio And Crop,Henry's,,,MSKD Horns,,,Supergood,,Squeak,,,,,Tattoo_E
763,VesselsGen0 #763,1239,4125.209198462299,14,The Kraken Wakes,Triangle,Curlz,Gen-0_D,Cyborg,Yellow Jumper,Collar_2,,Cyclopian,Shrug Male,Face_Accessory_Freckles,Truffle Pig,,,,,,,,Happy,,Ita,,,,,Tattoo_B
4634,VesselsGen0 #4634,1240,4125.095476526111,13,Heat Death Of The Universe,,,Ice Cold,Cyborg,Africa Dress,Collar [EMPTY],,,Male Face,Face Accessory [EMPTY],Ice Scar,The Prickler,,,Helmet Mech White,Cigar,,,Happy,,Threth,,,,,
79,VesselsGen0 #79,1241,4125.022839731737,14,Fire,,,Golden Child,Cyborg,Gillet,,Asian Artefact,Neonz Specz,Sideways Glance Male,Plaster,Ice Scar,,The Brigand,,,Head Ornament [EMPTY],,,Supergood,,An'del,,,,,Tattoo [EMPTY]
2087,VesselsGen0 #2087,1242,4124.992768325869,14,Power Circle,,,Gen-0_D,Hunter Paint,Africa Dress,Collar [EMPTY],,,Male Face,Cheek Heart,Truffle Pig,The Prickler,,,Helmet Mech White,Head Ornament [EMPTY],,,Happy,,Half Pint,,,,,Tattoo [EMPTY]
1007,VesselsGen0 #1007,1243,4124.809136860804,8,Bling,,,,,Green Body Armour,,,Cyclopian,,,,,,,,MSKD Horns,,,Supergood,,Epoch,,Ape Body,King Of Furries ,,
2309,VesselsGen0 #2309,1244,4124.777065470588,12,Blood Red,,Betsy's Signature Fringe,Golden Child,Hunter Paint,Red Tee,,,,Sideways Glance Female,Face Accessory [EMPTY],Ice Scar,,,,,,,,The Darkness,Tiger Mask,Aceri,,,,,Tattoo_E
2773,VesselsGen0 #2773,1245,4124.714958320259,8,Acid Green,Circle,"Skinhead, Skinhead",Gen-0_A,,Tee_A,,,,Male Face,,,Groom [EMPTY],,,,,,,,,Sulinath,,,,,
3463,VesselsGen0 #3463,1246,4124.471703062833,13,The Deeps,,Betsy's Signature Fringe,Gen-0_C,Hunter Paint,Gen-0 Suit,,,Glasses [EMPTY],Witch Eyes,Face_Accessory_Freckles,Monster,,,,,Bunny Ears,,,Happy,,Pholios,,,,,Tattoo_B
4190,VesselsGen0 #4190,1247,4124.460563064164,13,Rising Sun,,,Gen-0_D,Face Palm,Gen-0 Suit,Collar_6,,,Female Face,Face Accessory [EMPTY],Pigmy Hooter,,,,Monkey Skull,Devil Horns,,,Happy,,Farley,,,,,Tattoo_D
1984,VesselsGen0 #1984,1248,4124.17050459778,9,M O O N spells moon,,,,,Black Tee,Collar_5,,,,,Familiar [EMPTY],,,,,Head Ornament [EMPTY],,,Happy,,Ackosia,,Bull Body,Mutated Pirate Face,,
700,VesselsGen0 #700,1249,4124.001328851372,10,Heat Death Of The Universe,,,,,Nordic Dress,,,Glasses [EMPTY],,Face_Accessory_Freckles,Omni Nibbler,,,,,,,,Happy,Nordic Helmet,Tumul,,Deep One,Fish Face,,
245,VesselsGen0 #245,1250,4123.937114798705,13,Blood Red,,,Golden Child,Bodymod [EMPTY],Mech Armour Black,,African Artefact,,Tazer Face,Plaster,Familiar [EMPTY],,The Brigand,,,MSKD Horns,,,Happy,,Wyndam,,,,,Tattoo_C
2305,VesselsGen0 #2305,1251,4123.915011685741,14,Goodie Blue,,"Skinhead, Skinhead",Gen-0_C,Cyborg,Tee_A,Collar_1,,,Female Face,Plaster,Go Go Tweet Tweet,,,,,MSKD Horns,,,Happy,Nordic Helmet,Reyes,,,,,Tattoo_E
3156,VesselsGen0 #3156,1252,4123.873764124554,13,Rising Sun,,,Ice Cold,Death Paint,Biker Jacket,Collar_1,,,Tazer Face,Cheek Heart,Skull Cat,Mustachio And Crop,,,Go Go Fin Head,Head Ornament [EMPTY],,,The Darkness,,Sisthkin,,,,,
2669,VesselsGen0 #2669,1253,4123.870954998135,13,Blood Red,,,Gen-0_A,Mech Pilot Paint,Africa Dress,Collar_3,,,Female Face,Cheek Heart,Ice Scar,,,,Green Armour Helmet,MSKD Horns,,,Happy,,Eryend,,,,,Tattoo [EMPTY]
3021,VesselsGen0 #3021,1254,4123.807405565155,13,Goodie Blue,,,Gen-0_D,Cyborg,Biker Jacket,Collar_4,,,Female Face,Cheek Heart,Familiar [EMPTY],,,,Red Amour Helmet,Devil Horns,,,Happy,,Woods,,,,,Tattoo_A
3776,VesselsGen0 #3776,1255,4123.791497911418,13,Heat Death Of The Universe,,,Golden Child,Face Palm,Gabe's Clothes,,African Artefact,,Male Face,Face Accessory [EMPTY],Truffle Pig,,The Brigand,,,Head Ornament [EMPTY],,,Supergood,,Gazi,,,,,Tattoo [EMPTY]
2928,VesselsGen0 #2928,1256,4123.7402437268265,9,Blood Red,,Blondie,Gen-0_A,,Gen-0 Suit,,,,Female Face,,,,,,,ZIGGY,,,Supergood,,Tsuchimihen,,,,,Tattoo_D
2024,VesselsGen0 #2024,1257,4123.454584156112,14,Heat Death Of The Universe,Circle,Signature Forelock,Gen-0_D,War Paint,Silver's Jacket,,,Dutch's,Male Face,Face_Accessory_Freckles,Truffle Pig,Big Beard,,,,,,,Supergood,,Utotsu,,,,,Tattoo_E
1833,VesselsGen0 #1833,1258,4123.4404432855645,12,Rising Sun,,"Skinhead, Skinhead",Gen-0_D,The Thin Gold Line,Yellow Jumper,Collar_8,,,Rage Face,,Truffle Pig,Neo Dandy Beard,,,Helmet White,,,,Supergood,,Hill,,,,,
3358,VesselsGen0 #3358,1259,4123.27687592139,9,Goodie Blue,,,,,Americas Dress,Collar_5,,,,,Go Go Tweet Tweet,,,,,Head Ornament [EMPTY],,,Supergood,,Radaos,,Bull Body,Mutated Pirate Face,,
2435,VesselsGen0 #2435,1260,4123.119449144203,14,Dragon!,Square,Foxyloxy,Gen-0_D,Hunter Paint,MP Tigers Jacket,,,Monocle,Male Face,Cheek Heart,Pigmy Hooter,The Ghibli,,,,,,,Happy,,Iarda,,,,,Tattoo [EMPTY]
3480,VesselsGen0 #3480,1261,4122.863247399186,12,Devil Wings,,,Golden Child,Mech Pilot Paint,Tee_A,Collar_6,,,Female Face,Face_Accessory_Freckles,Truffle Pig,,,,Monkey Skull,,,,Happy,,Tukolay,,,,,Tattoo_A
823,VesselsGen0 #823,1262,4122.8291661409885,15,Heat Death Of The Universe,,,Golden Child,Bodymod [EMPTY],Biker Jacket,Collar_7,,Neonz Vizor,Male Face,Plaster,Omni Nibbler,The 5 O'clock,The Bowler,,,Ciggie,,,Supergood,,Hanna,,,,,Tattoo_A
861,VesselsGen0 #861,1263,4122.793836025196,12,Steely,,,Gen-0_D,Death Paint,Gen-0 Suit,Collar_1,,,Female Face,Face_Accessory_Freckles,Truffle Pig,,,,Monkey Skull,,,,The Blues,,Omotia,,,,,Tattoo_D
4516,VesselsGen0 #4516,1264,4122.514406929983,12,Power Circle,,,Gen-0_A,War Paint,Hoodie,Collar_2,,,Female Face,Face_Accessory_Freckles,Pigmy Hooter,,,,Blue Armour Helmet,,,,The Blues,,Levine,,,,,Tattoo_B
51,VesselsGen0 #51,1265,4122.391184427998,13,The Kraken Wakes,,The Roman,Gen-0_E,Mech Pilot Paint,Hoodie,Collar [EMPTY],,,Witch Eyes,Face_Accessory_Freckles,Pigmy Hooter,,,,,,,,Happy,Africa Mask,Grayling,,,,,Tattoo [EMPTY]
511,VesselsGen0 #511,1266,4122.323100829308,8,Devil Wings,,,,,Red Body Armour ,,,Aviators,,,,,,,,Devil Horns,,,Happy,,Fashionista,,Furry Yellow Body,Doom Gang Blue Biter,,
3346,VesselsGen0 #3346,1267,4122.192834490474,7,Blood Red,,,,,Blue Body Armour,,,,,,Familiar [EMPTY],,,,,,,,Supergood,,Markell,,Furry Yellow Body,Doom Gang Yellow Biter,,
122,VesselsGen0 #122,1268,4122.132126803382,10,Acid Green,,,,,Vest A,,,NEONZ ARZ,,Face_Accessory_Freckles,Skull Cat,,,,,,,,The Blues,Mask [EMPTY],Detiza,,Deep One,Fish Face,,
3831,VesselsGen0 #3831,1269,4121.8076713198225,14,Power Circle,Shapeless [EMPTY],The Roman,Gen-0_C,Mech Pilot Paint,Nordic Dress,,,Cyclopian,Male Face,PrjktNeon Mask,Pigmy Hooter,Mustachio And Crop,,,,,,,Supergood,,Perch,,,,,Tattoo_B
4119,VesselsGen0 #4119,1270,4121.6853173064055,7,M O O N spells moon,,,Gen-0_E,,Green Body Armour,,,,Shrug Male,,Pigmy Hooter,,,,Green Armour Helmet,,,,,,Captain,,,,,
504,VesselsGen0 #504,1271,4121.6213352651375,12,Mech,,Signature Forelock,Hulkin,Face Palm,Kimono II,Collar [EMPTY],,,Male Face,,Ice Scar,The Ghibli,,,Go Go Fin Head,,,,Happy,,Taiesia,,,,,
1510,VesselsGen0 #1510,1272,4121.597593843522,13,Heat Death Of The Universe,,Blue Hair ,Golden Child,Mech Pilot Paint,Kimono I,,Nordic Artefact,,Evil Eyes,Cheek Heart,,,,,,Cigar,,,Happy,Siberian Head Gear,Rakat,,,,,Tattoo_E
1105,VesselsGen0 #1105,1273,4121.587225356879,8,Icey,,,,,Mech Armour Black,,,Cyclopian,,,,,,,,Head Ornament [EMPTY],,,Happy,,Rangel,,Freaky,Obligatory Ape,,
321,VesselsGen0 #321,1274,4121.547269678759,13,Goodie Blue,,,Gen-0_C,War Paint,Americas Dress,Collar_5,,,Tazer Face,Face_Accessory_Freckles,Omni Nibbler,,,,,Ciggie,,,Happy,Ravage Mask,Abiel,,,,,Tattoo_E
1046,VesselsGen0 #1046,1275,4121.524204741893,12,Special Circle,,,Gen-0_A,Death Paint,Feathers,Collar_5,,,Female Face,Face Accessory [EMPTY],Truffle Pig,,,,Green Armour Helmet,,,,Supergood,,Attai,,,,,Tattoo_A
2847,VesselsGen0 #2847,1276,4121.4811853373285,10,Blood Red,,"Skinhead, Skinhead",Gen-0_E,Mech Pilot Paint,Yellow Jumper,,,,Female Face,Plaster,,,,,,,,Tezzard Onesie,Supergood,,Columbus,,,,,
1253,VesselsGen0 #1253,1277,4121.407900577186,10,Icey,,,,,Black Samurai Body Armour,,,NEONZ ARZ,,Face_Accessory_Freckles,Monster,,,,,,,,Supergood,Mask [EMPTY],Ririthria,,Deep One,Fish Face,,
268,VesselsGen0 #268,1278,4121.35969880878,14,Old Quarter,,,Gen-0_E,Mech Pilot Paint,MP Tigers Jacket,,,Monocle,Micky Glowing Blue Eyes,Face Accessory [EMPTY],Familiar [EMPTY],Big Beard,Henry's,,,Ciggie,,,Happy,,Elmo,,,,,Tattoo_D
1733,VesselsGen0 #1733,1279,4121.315642866749,8,Acid Green,Triangle,Das Mohawk,Gen-0_E,,MP Tigers Jacket,,,,Male Face,,,Groom [EMPTY],,,,,,,,,Mcconnell,,,,,
655,VesselsGen0 #655,1280,4121.287889957989,13,Fire,,Rough Bob,The Void,The Thin Gold Line,MP Tigers Jacket,,,,Sideways Glance Female,Face Accessory [EMPTY],Aubi,,,,,Bunny Ears,,,Happy,Tiger Mask,Lydd,,,,,Tattoo_D
3941,VesselsGen0 #3941,1281,4121.218943993938,10,The Deeps,,,,,BK Bunnies Jacket,,,Neonz Specz,,Face_Accessory_Freckles,Truffle Pig,,,,,,,,The Blues,Mask [EMPTY],Lynn,,Deep One,Fish Face,,
3091,VesselsGen0 #3091,1282,4121.132174894733,15,Blood Red,Triangle,Dreads,Gen-0_B,Bodymod [EMPTY],Africa Dress,Collar_7,,Glasses [EMPTY],Male Face,Cheek Heart,Go Go Tweet Tweet,Satan's Own,,,,,,,Supergood,,Rowen,,,,,Tattoo_E
1869,VesselsGen0 #1869,1283,4121.051519689486,7,Blood Red,,,,,Siberian Dress,,,Cyclopian,,,,,,,,,,,Supergood,,Uromonon,,Ape Body,Doom Gang Yellow Biter,,
4060,VesselsGen0 #4060,1284,4121.0183939208555,10,Goodie Blue,Shapeless [EMPTY],,Gen-0_A,,Black Tee,,,,Female Face,,,,War Pig,Swanky Trim,,,,,Supergood,,Rags,,,,,Tattoo [EMPTY]
3303,VesselsGen0 #3303,1285,4120.831786314185,12,Fire,,,Gen-0_A,War Paint,Feathers,Collar_2,,,Female Face,Face Accessory [EMPTY],Peep Oh,,,,Helmet White,,,,Supergood,,Nyosia,,,,,Tattoo_E
401,VesselsGen0 #401,1286,4120.732551658012,13,Power Circle,,,Ice Cold,Bodymod [EMPTY],Gillet,Collar_7,,,Female Face,Plaster,Ice Scar,,,,Black Armour Helmet,Angel Halo,,,The Blues,,Oneal,,,,,Tattoo_B
3462,VesselsGen0 #3462,1287,4120.572513445094,9,Goodie Blue,,,,,Gen-0 Suit,,,Dutch's,,,Omni Nibbler,,,,,Devil Horns,,,Happy,,Atuos,,Ape Body,Doom Gang Yellow Biter,,
84,VesselsGen0 #84,1288,4120.525495575897,8,Goodie Blue,Triangle,Das Mohawk,Gen-0_A,,Black Samurai Body Armour,,,,Male Face,,,Blond Beard,,,,,,,,,Mckenzie,,,,,
2606,VesselsGen0 #2606,1289,4120.473125716118,14,Steely,,,Gen-0_D,Face Palm,Orange Tee ,,,Aviators,Rage Face,Face Accessory [EMPTY],Familiar [EMPTY],Satan's Own,The Brigand,,,Head Ornament [EMPTY],,,Supergood,,Daiq,,,,,Tattoo_C
1695,VesselsGen0 #1695,1290,4120.456677124824,10,The Kraken Wakes,,,,,Vest A,,,NEONZ ARZ,,Face_Accessory_Freckles,Familiar [EMPTY],,,,,,,,The Blues,Mask [EMPTY],Lyons,,Deep One,Fish Face,,
1285,VesselsGen0 #1285,1291,4120.357721991291,12,Special Circle,,,Gen-0_E,Bodymod [EMPTY],Red Body Armour ,,,,Shrug Male,Plaster,Skull Cat,,,,,Cigar,,,Happy,Ravage Mask,Shyaos,,,,,Tattoo_D
2876,VesselsGen0 #2876,1292,4120.346485826315,7,Mech,,,,,Silver's Jacket,,,,,,Monster,,,,,,,,Supergood,,Whagios,,Furry Yellow Body,King Of Furries ,,
3690,VesselsGen0 #3690,1293,4120.331262908412,14,Acid Green,Shapeless [EMPTY],Casual Suave,Gen-0_A,Bodymod [EMPTY],Nordic Dress,,,Neonz Specz,Shrug Male,Face Accessory [EMPTY],Skull Cat,The Ghibli,,,,,,,Happy,,Hyalaria,,,,,Tattoo [EMPTY]
3174,VesselsGen0 #3174,1294,4120.317646466938,13,Old Quarter,,,Gen-0_A,Bodymod [EMPTY],Africa Dress,Collar_5,,,Female Face,Face_Accessory_Freckles,Pigmy Hooter,,,,Helmet Ornate,MSKD Horns,,,Supergood,,Ballard,,,,,Tattoo_B
4668,VesselsGen0 #4668,1295,4120.260222486869,8,Steely,,,,,Mech Armour Black,,,Aviators,,,,,,,,Devil Horns,,,Supergood,,Venin,,Ape Body,Doom Gang Yellow Biter,,
4395,VesselsGen0 #4395,1296,4120.254807589933,8,Love Mist,Triangle,Dreads,Gen-0_B,,Dungarees,,,,Male Face,,,Groom [EMPTY],,,,,,,,,Thyormit,,,,,
4248,VesselsGen0 #4248,1297,4120.242155602556,14,Mind Relaxer,Circle,"Skinhead, Skinhead",Gen-0_E,The Thin Gold Line,Silver's Jacket,,,NEONZ ARZ,Male Face,Eyepatch 1,Ice Scar,The 5 O'clock,,,,,,,Happy,,Briar,,,,,Tattoo_A
2367,VesselsGen0 #2367,1298,4120.215874993762,9,Heat Death Of The Universe,,,,,Pink Tee,Collar_5,,,,,Peep Oh,,,,,Head Ornament [EMPTY],,,Supergood,,Sehattai,,Bull Body,Mutated Pirate Face,,
2398,VesselsGen0 #2398,1299,4120.078085768951,11,Heat Death Of The Universe,,Signature Forelock,Gen-0_A,The Thin Gold Line,Feathers,,,,Female Face,Face Accessory [EMPTY],,,,,,,,Head Scarf 4,The Darkness,Siberian Head Gear,Cook,,,,,
2633,VesselsGen0 #2633,1300,4120.073843873343,10,Heat Death Of The Universe,Shapeless [EMPTY],,Gen-0_E,,Tee_A,,,Neonz Specz,Grrrrrrrrrrrrrrrrrrr,,,,,,Helmet Mech Black,,,Head Scarf 1,Supergood,,Velazquez,,,,,
4063,VesselsGen0 #4063,1301,4120.034991207428,15,The Kraken Wakes,,,Hulkin,Face Palm,Red Tee,Collar_2,,Glasses [EMPTY],Rage Face,Face_Accessory_Freckles,Familiar [EMPTY],Mustachio And Crop,The Brigand,,,Head Ornament [EMPTY],,,Happy,,Hart,,,,,Tattoo_C
4562,VesselsGen0 #4562,1302,4119.948424451441,13,Dragon!,,,Hulkin,Mech Pilot Paint,Yellow Jumper,Collar_2,,,Female Face,Face Accessory [EMPTY],Monster,,,,Black Armour Helmet,MSKD Horns,,,Supergood,,Gha'ina,,,,,Tattoo_C
449,VesselsGen0 #449,1303,4119.8942267450075,8,Bling,Circle,Das Mohawk,Gen-0_E,,OINKY Riot Gear,,,,Male Face,,,Blond Beard,,,,,,,,,Partario ,,,,,
4250,VesselsGen0 #4250,1304,4119.802994684042,9,Devil Wings,,,,,Africa Dress,Collar_5,,,,,Ice Scar,,,,,Head Ornament [EMPTY],,,Supergood,,Cuyku,,Bull Body,Mutated Pirate Face,,
1511,VesselsGen0 #1511,1305,4119.799006180154,13,Steely,,,Ice Cold,Face Palm,BK Bunnies Jacket,Collar_5,,,Female Face,Face Accessory [EMPTY],Peep Oh,,,,Helmet Ornate,MSKD Horns,,,Happy,,Eryn,,,,,Tattoo [EMPTY]
2072,VesselsGen0 #2072,1306,4119.589397879242,14,Rising Sun,,,Golden Child,Cyborg,Black Tee,,African Artefact,Cyclopian,Male Face,Face Accessory [EMPTY],Familiar [EMPTY],,Henry's,,,Head Ornament [EMPTY],,,Supergood,,Farrell,,,,,Tattoo [EMPTY]
4900,VesselsGen0 #4900,1307,4119.416504622191,13,Rising Sun,,Foxyloxy,Gen-0_A,Face Palm,Kimono II,,Nordic Artefact,,Witch Eyes,Plaster,,,,,,MSKD Horns,,,Supergood,Siberian Head Gear,Gibson,,,,,Tattoo_D
4857,VesselsGen0 #4857,1308,4119.412657692704,9,Rising Heat,,,Gen-0_B,Face Palm,Gen-0 Suit,,,,Grrrrrrrrrrrrrrrrrrr,,,,The Bowler,Grey Hair,,,,,Happy,,Bergen,,,,,
