ID,Name,Rank,Rarity_Score,Attributes,Background,BodyObj,CardBank,Class,ClothPattern,ClothesObj,Ear,Expression,Extra,FaceObj,FaceTex,Foreground,Hair,HandObj,HandObj2,Hat,HeadObj,LeftHand,LeftShoulder,Mouth,Nose,RightHand,RightShoulder,Skin,Smock,Tail,Team,Whiskers
406,Tez Dozen Team δ #046,605,1864.0631156872998,16,#fe7328,,sextuple,artist_original,,no,,delta_typeD,insects,,,delta_typeD,,net,,,delta_typeD,yes,rabbit,delta_typeD,,yes,,lightblue,,,delta,delta_typeD
3256,Tez Dozen Team μ #376,606,1863.834469761744,13,#b9d6c7,mu_bodyObj19,regular,regular,,,,,dining_pig,mu_faceObj7,,mu_fg24,,,,,,no,coral,,,yes,piggy,pigA_3,,,mu,
1355,Tez Dozen Team θ #155,607,1863.217622914117,18,#8bbbbc,scarfA,regular,regular,coral,,theta_typeG,,,theta_typeA,theta_typeD,eta_typeD,,water,,volcano,theta_typeC,no,flatfish,theta_typeA,,yes,,olive,,,theta,
2305,Tez Dozen Team κ #385,608,1863.1086057920243,16,#fdff42,kappa_bodyObj2,regular,regular,kappa_ptn6,,,,fire,,,kappa_fg4,,book2,,kappa_hat20,,no,beetle3,kappa_mouth2,,yes,,chickenB_2,,kappa_tail0,kappa,
2869,Tez Dozen Team λ #469,609,1863.003367931035,13,#f6c193,lambda_bodyObj2,regular,regular,lambda_ptn5,,,,,,,lambda_fg17,,,,lambda_hat10,,no,whale,,,no,,dogF_6,,lambda_tail5,lambda,
3132,Tez Dozen Team μ #252,610,1862.4357831619245,14,#d0eb68,mu_bodyObj7,regular,regular,mu_ptn2,,,,,mu_faceObj15,,mu_fg32,,,,mu_hat13,,no,player4,,,no,fish,pigB_3,,,mu,
2637,Tez Dozen Team λ #237,611,1861.8147246323751,13,#00a28d,,sextuple,regular,lambda_ptn7,,,,,lambda_faceObj1,,lambda_fg11,,halberd,,lambda_hat36,,yes,cat,,,yes,,dogG_3,,,lambda,
97,Tez Dozen Team α #097,612,1861.2200422262295,17,#ffffff,,regular,artist_original,,no,,,,alpha_typeA,,mouse,,branches,,tree2,alpha_typeA,no,bird,,,yes,tree,white,,alpha_typeA,alpha,alpha_typeA
3047,Tez Dozen Team μ #167,613,1860.2913485141332,13,#b3cfff,mu_bodyObj5,regular,regular,mu_ptn1,,,,,,,mu_fg5,,banana_fan,,mu_hat23,,no,whale,,,yes,,pigD_8,,,mu,
3265,Tez Dozen Team μ #385,614,1859.2612489866237,13,tex,mu_bodyObj4,regular,regular,mu_ptn20,,,,mu_rare,,,mu_fg9,,pu_fan,,mu_hat12,,no,,,,yes,,pigB_2,,,mu,
3315,Tez Dozen Team μ #435,615,1856.9729868505517,13,#f0e952,mu_bodyObj9,regular,regular,mu_ptn14,,,,,,,mu_fg22,,drum_sticks_and_drum,,,,yes,pin,,,yes,bug,pigB_3,,,mu,
3291,Tez Dozen Team μ #411,616,1856.328778497614,14,#ff6100,mu_bodyObj0,regular,regular,mu_ptn13,,,,,mu_faceObj1,,mu_fg23,,ham,,,,yes,butterfly4,,,yes,piggy,pigA_2,,,mu,
2888,Tez Dozen Team μ #008,617,1853.5425198959833,14,#ff6100,,regular,regular,mu_ptn6,,,,,mu_faceObj6,,mu_fg0,,lotus3,,mu_hat30,,yes,dog2,,,yes,flatfish3,pigD_2,,,mu,
2131,Tez Dozen Team κ #211,618,1852.5400219365092,14,#ffac67,kappa_bodyObj6,regular,regular,kappa_ptn6,,,,teapot_tree2,,,kappa_fg11,,flower7,,kappa_hat20,,no,,kappa_mouth1,,yes,,chickenB_2,,,kappa,
1645,Tez Dozen Team ι #205,619,1851.9291716953396,16,tex,iota_bodyObj13,regular,regular,,,iota_ear10,,iota_rare,iota_faceObj3,iota_faceTex2,iota_fg15,,banana_fan,,iota_hat18,,no,,,,yes,,monkeyD_goldenrod,,iota_rare,iota,
2752,Tez Dozen Team λ #352,620,1850.8871153478003,13,#b8b5ff,,regular,regular,lambda_ptn7,,,,,,,lambda_fg15,,baseball,ham,lambda_hat10,,yes,,,,yes,,dogG_6,,lambda_rare,lambda,
3045,Tez Dozen Team μ #165,621,1850.7832400301531,12,#ffbca7,mu_bodyObj23,regular,regular,mu_ptn1,,,,,,,mu_fg20,,lotus3,,mu_hat1,,no,,,,yes,,pigD_6,,,mu,
2516,Tez Dozen Team λ #116,622,1849.5656428545028,14,#7fd89f,lambda_bodyObj2,sextuple,regular,lambda_ptn21,,,,,,,lambda_fg14,,,,lambda_hat2,,no,bug4,,,no,pinetree2,dogD_4,,lambda_tail4,lambda,
491,Tez Dozen Team ε #011,623,1849.5124469738976,18,#a2d8a9,,regular,regular,cloud2,no,,,frog,,,epsilon_typeB,,flash,,,epsilon_typeB,no,flatfish2,epsilon_typeB,epsilon_typeC,yes,,darkbrown,,epsilon_typeH,epsilon,epsilon_typeA
1219,Tez Dozen Team θ #019,624,1847.8076388925106,16,#b5ac60,,regular,regular,,,theta_typeE,,giftB,theta_typeA,theta_typeC,,,water,,unicorn,theta_typeD,no,coral,theta_typeD,,yes,,olive,,,theta,
2614,Tez Dozen Team λ #214,625,1846.9662515730324,14,#ffa330,,regular,regular,lambda_ptn25,,,,,lambda_faceObj9,,lambda_fg8,,flower5,,lambda_hat23,,yes,sun,,,yes,,dogC_1,,lambda_tail5,lambda,
2136,Tez Dozen Team κ #216,626,1845.522790806458,15,#bee28c,kappa_bodyObj0,regular,regular,kappa_ptn1,,,,cactus,,,kappa_fg7,,,,kappa_hat11,,no,flatfish,kappa_mouth3,,yes,branch,chickenD_2,,,kappa,
57,Tez Dozen Team α #057,627,1844.0740954456264,14,tex,,sextuple,regular,,no,,,,alpha_typeC,,mouse,,,,,alpha_typeA,no,bird,,,yes,,orange,,alpha_rare,alpha,alpha_typeA
2790,Tez Dozen Team λ #390,628,1843.9644385603697,14,#ffa877,,regular,regular,lambda_ptn31,,,,caterpillar2,lambda_faceObj4,,lambda_fg6,,sword,,lambda_hat6,,no,coral,,,yes,,dogG_4,,,lambda,
1787,Tez Dozen Team ι #347,629,1843.8451994694665,15,#b69c7b,iota_bodyObj16,sextuple,regular,,,iota_ear11,,,iota_faceObj0,,iota_fg11,,christmastree,,iota_hat21,,yes,snake2,,,yes,,monkeyA_brown,,iota_tail8,iota,
435,Tez Dozen Team δ #075,630,1843.7746308530343,16,#ffffff,,regular,artist_original,,no,,delta_typeD,insects,,,delta_typeD,,net,,,delta_typeD,yes,rabbit,delta_typeD,,yes,,white,,,delta,delta_typeD
3242,Tez Dozen Team μ #362,631,1843.3744505755726,14,#aedea7,mu_bodyObj7,regular,regular,mu_ptn10,,,,,,,mu_fg32,,orange_branch,,mu_hat28,,yes,flower3,,,yes,smoke,pigD_3,,,mu,
2941,Tez Dozen Team μ #061,632,1843.1515789026664,14,#f0e952,mu_bodyObj19,regular,regular,mu_ptn6,,,,,mu_faceObj14,,mu_fg27,,flower8,,mu_hat15,,no,mouse,,,yes,,pigB_0,,,mu,
2104,Tez Dozen Team κ #184,633,1842.1909960204723,14,#f8b26a,kappa_bodyObj0,sextuple,regular,kappa_ptn3,,,,teapot_tree,,,kappa_fg18,,donut,,kappa_hat11,,no,,kappa_mouth1,,yes,,chickenE_1,,,kappa,
446,Tez Dozen Team δ #086,634,1841.3552086104805,17,#34bf6a,,regular,regular,hills,no,,delta_typeD,,,,delta_typeD,,tiger,,cap,delta_typeA,yes,lizard,delta_typeD,,yes,,brown,,,delta,delta_typeB
2602,Tez Dozen Team λ #202,635,1839.892670597451,14,#ffb184,,regular,regular,,,,,sleeping_sheep,lambda_faceObj9,,lambda_fg27,,carrot,,lambda_hat10,,no,flatfish2,,,yes,,dogB_3,,lambda_rare,lambda,
2586,Tez Dozen Team λ #186,636,1836.5501022547203,13,#ff6a03,lambda_bodyObj1,sextuple,regular,,,,,,,,lambda_fg28,,baseball,ham,lambda_hat4,,yes,,,,yes,,dogD_3,,lambda_tail3,lambda,
2934,Tez Dozen Team μ #054,637,1835.5328545041666,14,#8cd2e4,mu_bodyObj7,regular,regular,mu_ptn19,,,,,,,mu_fg29,,flower8,,mu_hat0,,yes,bug2,,,yes,piggy2,pigF_4,,,mu,
3089,Tez Dozen Team μ #209,638,1834.7245023885619,13,#acd6ff,mu_bodyObj4,regular,regular,mu_ptn2,,,,spirit_on_horse,,,mu_fg17,,sword,,mu_hat2,,no,,,,yes,,pigE_6,,,mu,
2441,Tez Dozen Team λ #041,639,1834.5783538981077,13,#ffd626,,regular,regular,lambda_ptn27,,,,caterpillar2,,,lambda_fg11,,pu_fan,,,,no,cat,,,yes,,dogF_6,,lambda_tail5,lambda,
1445,Tez Dozen Team ι #005,640,1830.436535533833,15,#ffb26c,iota_bodyObj32,regular,regular,,,iota_ear3,,potted_plants,iota_faceObj6,,iota_fg3,,peacock,,iota_hat14,,no,pin,,,yes,,monkeyG_pink,,,iota,
3094,Tez Dozen Team μ #214,641,1828.6883547957934,14,#d4b481,mu_bodyObj9,regular,regular,mu_ptn21,,,,,mu_faceObj1,,mu_fg4,,,,mu_hat51,,no,little_hamburger,,,no,smoke,pigG_1,,,mu,
2620,Tez Dozen Team λ #220,642,1828.476397278161,15,#ed9eff,lambda_bodyObj2,regular,regular,lambda_ptn24,,,,,lambda_faceObj10,,lambda_fg8,,,,lambda_hat8,,no,mouse,,,no,beetle2,dogH_0,,lambda_tail3,lambda,
1319,Tez Dozen Team θ #119,643,1826.8472799468498,19,#b5ac60,apron,regular,regular,birds,,theta_typeH,,giftB,theta_typeA,theta_typeA,gamma_typeB,,fork,,duck,theta_typeD,no,snake2,theta_typeC,,yes,,yellow,,,theta,
2293,Tez Dozen Team κ #373,644,1826.8386982443492,16,#c69f92,kappa_bodyObj1,regular,regular,kappa_ptn3,,,,sun_cloud,kappa_faceObj3,,kappa_fg18,,sword,,kappa_hat5,,no,snake,kappa_mouth2,,yes,,chickenG_2,,,kappa,
3030,Tez Dozen Team μ #150,645,1824.5102056725896,14,#f4e05e,,regular,regular,mu_ptn5,,,,,mu_faceObj1,,mu_fg30,,branches,,mu_hat48,,yes,arrow,,,yes,piggy,pigG_0,,,mu,
1502,Tez Dozen Team ι #062,646,1823.9159471141377,14,#f56b6c,iota_bodyObj36,sextuple,regular,,,iota_ear8,,,iota_faceObj12,,iota_fg7,,,,iota_hat6,,no,ant,,,no,firefly,monkeyG_peach,,,iota,
1762,Tez Dozen Team ι #322,647,1823.847451653599,15,#b1eac8,iota_bodyObj8,regular,regular,,,iota_ear8,,,iota_faceObj12,,iota_fg4,,,,iota_hat10,,no,little_monkey,,,no,icecream_on_sign,monkeyG_blue,,iota_tail0,iota,
2842,Tez Dozen Team λ #442,648,1823.5396526818718,13,#ffd626,lambda_bodyObj2,regular,regular,lambda_ptn28,,,,,,,lambda_fg14,,,,lambda_hat20,,no,snake,,,no,house,dogE_3,,,lambda,
3295,Tez Dozen Team μ #415,649,1823.4838932124953,13,#a3dcd1,,regular,regular,mu_ptn22,,,,,mu_faceObj5,,mu_fg34,,,,mu_hat1,,no,flatfish,,,no,smilebird,pigC_2,,,mu,
30,Tez Dozen Team α #030,650,1822.712604135927,13,#4bb6e3,,regular,regular,,no,,,,,,,,icecream,,leaves,alpha_typeC,yes,,,,yes,,pink,,alpha_typeD,alpha,alpha_typeD
376,Tez Dozen Team δ #016,651,1822.552369020619,15,#c5b77f,,regular,regular,ripple2,yes,,delta_typeD,,,,gamma_typeC,,flag,,,delta_typeA,no,,delta_typeD,,yes,,pink,,,delta,delta_typeA
2874,Tez Dozen Team λ #474,652,1819.2749210730512,13,#d6c8b5,lambda_bodyObj3,regular,artist_original,,,,,books,,,lambda_fg3,,pencil,,,,no,dog2,,,yes,cross,dogF_0,,,lambda,
2220,Tez Dozen Team κ #300,653,1819.1601347549804,15,#00cd81,,regular,regular,,,,,caterpillar3,kappa_faceObj3,,kappa_fg14,,orange_branch,,kappa_hat0,,no,bug2,kappa_mouth2,,yes,,chickenG_2,,kappa_tail1,kappa,
2062,Tez Dozen Team κ #142,654,1817.2652660259619,14,#ff9c5f,kappa_bodyObj6,sextuple,regular,kappa_ptn12,,,,,,,kappa_fg23,,ramen,,kappa_hat7,,no,sun,kappa_mouth8,,yes,,chickenG_2,,,kappa,
2786,Tez Dozen Team λ #386,655,1816.9241477350015,14,#00a28d,lambda_bodyObj2,sextuple,regular,lambda_ptn29,,,,,lambda_faceObj9,,lambda_fg24,,flower5,,lambda_hat10,,no,,,,yes,,dogF_6,,lambda_tail5,lambda,
3351,Tez Dozen Team μ #471,656,1816.874329794212,14,#f0e952,mu_bodyObj9,sextuple,regular,mu_ptn5,,,,,,,mu_fg24,,sword,,mu_hat48,,yes,bird4,,,yes,flatfish3,pigG_1,,,mu,
1379,Tez Dozen Team θ #179,657,1816.8689496306356,19,#7db6cf,scarfC,regular,regular,irregular_shape,,theta_typeG,,plants,theta_typeA,theta_typeB,gamma_typeA,,rice,,unicorn,theta_typeA,no,bush,theta_typeA,,yes,,rosybrown,,,theta,
2950,Tez Dozen Team μ #070,658,1816.8290135234965,12,#d4b481,,regular,regular,,,,,dining_pig,mu_faceObj10,,mu_fg25,,green_leaves,,mu_hat27,,no,,,,yes,,pigD_5,,,mu,
1817,Tez Dozen Team ι #377,659,1816.4472497668785,15,#fac349,iota_bodyObj24,regular,artist_original,,,iota_ear5,,hamburger,,,iota_fg6,,donut,,iota_hat6,,no,little_hamburger,,,yes,icecream_on_sign,monkeyG_peach,,,iota,
450,Tez Dozen Team δ #090,660,1814.644652896286,16,#de9571,,regular,regular,hills,no,,delta_typeB,,,,delta_typeA,,fork,,,delta_typeC,no,leaves2,delta_typeA,,yes,,lightblue,,,delta,delta_typeB
3086,Tez Dozen Team μ #206,661,1814.4008082339444,13,#000000,mu_bodyObj16,regular,artist_original,,,,,spirit_on_horse,,,mu_fg9,,scepter,,mu_hat5,,no,cat,,,yes,,black,,,mu,
2201,Tez Dozen Team κ #281,662,1812.4057009132555,15,#64d5ce,kappa_bodyObj3,regular,regular,kappa_ptn2,,,,hamburger,,,kappa_fg15,,,,kappa_hat21,,no,flower2,kappa_mouth11,,yes,bug,chickenH_1,,,kappa,
2749,Tez Dozen Team λ #349,663,1812.3803529009338,14,#a4e3a5,,regular,regular,lambda_ptn31,,,,,lambda_faceObj2,,lambda_fg11,,mushroom,,lambda_hat14,,yes,beetle3,,,yes,,dogG_2,,lambda_rare,lambda,
2436,Tez Dozen Team λ #036,664,1812.2041823114992,14,#d6c8b5,,regular,regular,,,,,mole,lambda_faceObj6,,lambda_fg28,,,,lambda_hat1,,no,bug4,,,yes,house,dogB_2,,lambda_rare,lambda,
2597,Tez Dozen Team λ #197,665,1811.665773662173,14,#ff9c9c,,sextuple,regular,lambda_ptn14,,,,mole,lambda_faceObj9,,lambda_fg24,,ham,,lambda_hat10,,no,flatfish2,,,yes,,dogF_1,,,lambda,
2669,Tez Dozen Team λ #269,666,1811.222726515333,14,#76e2b1,lambda_bodyObj0,regular,regular,,,,,caterpillar2,lambda_faceObj11,,lambda_fg19,,green_leaves,,lambda_hat12,,no,flatfish,,,yes,,dogA_3,,,lambda,
3263,Tez Dozen Team μ #383,667,1810.9722632953794,13,#ecccc2,mu_bodyObj15,regular,regular,,,,,,,,mu_fg7,,green_leaves,,mu_hat6,,yes,moth,,,yes,lizard2,pigH_2,,,mu,
3348,Tez Dozen Team μ #468,668,1810.8081931182812,11,#fabfab,mu_bodyObj27,regular,regular,,,,,,,,mu_fg27,,,,mu_hat6,,no,bug4,,,no,,pigH_3,,,mu,
2467,Tez Dozen Team λ #067,669,1810.7021132691577,13,#d6c8b5,,regular,regular,lambda_ptn31,,,,,lambda_faceObj2,,lambda_fg14,,,,lambda_hat36,,no,chafer,,,no,branch,dogG_6,,,lambda,
2984,Tez Dozen Team μ #104,670,1810.6163515723765,13,#ffffff,,regular,artist_original,mu_ptn1,,,,dining_pig,mu_faceObj13,,mu_fg4,,icecream3,,mu_hat0,,no,,,,yes,,white,,,mu,
111,Tez Dozen Team α #111,671,1810.5952613395102,12,#dd9d30,,regular,regular,,yes,,,,,,,,,,tree2,alpha_typeC,yes,,,,yes,,lightgreen,,alpha_typeB,alpha,alpha_typeD
1485,Tez Dozen Team ι #045,672,1808.6896253331429,14,#a4c58c,iota_bodyObj33,sextuple,regular,,,iota_ear6,,,iota_faceObj9,,iota_fg10,,christmastree,,iota_hat11,,no,little_monkey,,,yes,,monkeyG_green,,,iota,
132,Tez Dozen Team β #012,673,1808.3639993100787,12,#fdde1c,,regular,regular,,,,,,,,,,rice,,ship,beta_typeD,yes,flower2,,beta_typeA,yes,,dark_ash,,,beta,
2442,Tez Dozen Team λ #042,674,1807.738627090328,15,#01bcc7,lambda_bodyObj1,regular,regular,lambda_ptn24,,,,,lambda_faceObj8,,lambda_fg23,,,,lambda_hat9,,no,flower3,,,no,snake4,dogD_0,,lambda_tail0,lambda,
2241,Tez Dozen Team κ #321,675,1807.5374985817539,16,tex,kappa_bodyObj2,regular,regular,,,,,kappa_rare,kappa_faceObj5,,kappa_fg12,,flower7,,kappa_hat9,,no,flatfish,kappa_mouth6,,yes,,chickenA_2,,tail_rare,kappa,
61,Tez Dozen Team α #061,676,1807.3639577339704,15,#fed501,,regular,regular,,no,,,,alpha_typeA,,mushroom,,branches,,,alpha_typeC,no,dragonfly,,,yes,,yellow,,alpha_typeD,alpha,alpha_typeB
1684,Tez Dozen Team ι #244,677,1807.140819811621,15,#f9cd48,iota_bodyObj0,regular,regular,,,iota_ear2,,,iota_faceObj0,,iota_fg3,,donut,,iota_hat21,,no,pin,,,yes,,monkeyB_pink_brown,,iota_tail7,iota,
3075,Tez Dozen Team μ #195,678,1806.324748961006,12,#85f4ff,,sextuple,regular,mu_ptn26,,,,,mu_faceObj5,,mu_fg24,,ramen,,,,no,moth,,,yes,,pigC_4,,,mu,
1096,Tez Dozen Team η #136,679,1806.1927524904509,18,#5e931b,,regular,regular,cloud3,,,,toy_horse,eta_typeA,,gamma_typeB,eta_typeA,carrot2,,player2,flower4,no,player3,eta_typeD,,yes,,darkbrown,,eta_typeD,eta,
3117,Tez Dozen Team μ #237,680,1805.8072182728679,13,#c5d599,mu_bodyObj21,regular,regular,mu_ptn21,,,,,,,mu_fg30,,milkweed,,mu_hat10,,no,flatfish2,,,yes,,pigB_1,,,mu,
2819,Tez Dozen Team λ #419,681,1805.5254811899367,15,#ffa877,lambda_bodyObj0,regular,regular,lambda_ptn15,,,,coral_flower,lambda_faceObj9,,lambda_fg13,,flower7,,,,no,cat,,,yes,,dogD_4,,lambda_tail4,lambda,
2719,Tez Dozen Team λ #319,682,1804.901987984637,14,#b7c8ff,,regular,regular,,,,,mole,lambda_faceObj6,,lambda_fg9,,banana_fan,,lambda_hat24,,no,spider2,,,yes,,dogD_2,,lambda_tail2,lambda,
3057,Tez Dozen Team μ #177,683,1803.1166986387575,12,#f7cbb9,mu_bodyObj7,regular,regular,mu_ptn7,,,,,,,mu_fg30,,ramen,,,,no,cat,,,yes,,pigA_2,,,mu,
436,Tez Dozen Team δ #076,684,1802.0300380025133,16,#f3e300,,regular,regular,horizon2,yes,,delta_typeD,,,,,,tiger,,top_hat,delta_typeA,yes,cat,delta_typeB,,yes,,brown,,,delta,delta_typeB
234,Tez Dozen Team β #114,685,1801.518288081288,15,#d85002,,regular,artist_original,,lace,,,,beta_typeA,,rice,,rice,,bamboo_hat,beta_typeA,no,,,beta_typeA,yes,,soil,,beta_typeA,beta,
598,Tez Dozen Team ε #118,686,1798.7541695258296,17,#a2d8a9,,regular,regular,cloud2,no,,,rice,,,epsilon_typeD,,torch,,,epsilon_typeD,no,,epsilon_typeB,epsilon_typeC,yes,,darkpurple,,epsilon_typeF,epsilon,epsilon_typeB
2348,Tez Dozen Team κ #428,687,1795.9051818072867,16,#ff5002,kappa_bodyObj2,regular,regular,kappa_ptn6,,,,,kappa_faceObj2,,kappa_fg5,,flag2,,kappa_hat18,,yes,bird3,kappa_mouth12,,yes,,chickenG_2,,kappa_tail0,kappa,
632,Tez Dozen Team ε #152,688,1790.924928591239,17,#2bbf9e,,sextuple,regular,dot2,no,,,frog,,,,,lotus,,,epsilon_typeD,no,lizard,epsilon_typeD,epsilon_typeA,yes,,red,,epsilon_typeH,epsilon,epsilon_typeD
1068,Tez Dozen Team η #108,689,1790.658708792603,17,#fa845e,,regular,regular,irregular_lines,,,,twohead_snake,eta_typeC,,epsilon_typeD,eta_typeC,carrot2,,unicorn,flower4,no,,eta_typeA,,yes,,yellowgreen_darkbrown,,eta_typeD,eta,
1856,Tez Dozen Team ι #416,690,1789.2868175535646,15,#b69c7b,iota_bodyObj30,regular,regular,,,iota_ear1,,gourd_and_peach,iota_faceObj7,,iota_fg14,,peacock,,iota_hat7,,no,rabbit,,,yes,,monkeyG_sandybrown,,,iota,
2006,Tez Dozen Team κ #086,691,1788.227987069307,16,tex,,regular,regular,kappa_ptn1,,,,kappa_rare,kappa_faceObj3,,kappa_fg11,,,,kappa_hat14,,no,cat,kappa_mouth9,,yes,grass2,chickenG_2,,tail_rare,kappa,
1648,Tez Dozen Team ι #208,692,1787.3254352333443,17,#7cb1a8,iota_bodyObj15,sextuple,regular,,,iota_ear1,,kanto_cooking,iota_faceObj2,iota_faceTex2,iota_fg1,,flash,,iota_hat0,,no,snake2,,,yes,,monkeyB_white_brown,,iota_tail7,iota,
1920,Tez Dozen Team ι #480,693,1787.2653163840855,16,#ffb394,iota_bodyObj16,regular,regular,,,iota_ear12,,coral_flower,,iota_faceTex1,iota_fg16,,scepter,,iota_hat0,,no,little_fairy,,,yes,,monkeyB_white_brown,,iota_tail1,iota,
2330,Tez Dozen Team κ #410,694,1787.1615433636093,13,#93c041,,regular,regular,kappa_ptn7,,,,,,,kappa_fg0,,green_chick,,kappa_hat4,,yes,pin,kappa_mouth6,,yes,,chickenC_2,,,kappa,
1338,Tez Dozen Team θ #138,695,1787.025809191368,18,#7db6cf,scarfD,regular,regular,geometric_shape,,theta_typeF,,,theta_typeD,theta_typeC,theta_typeC,,,,trees,theta_typeB,no,player3,theta_typeA,,no,lizards2,darkkhaki,,,theta,
1659,Tez Dozen Team ι #219,696,1785.6925031062258,17,#dfdc3e,iota_bodyObj22,regular,regular,,,iota_ear2,,potted_plants,iota_faceObj3,iota_faceTex5,iota_fg2,,halberd,,iota_hat0,,no,rabbit,,,yes,,monkeyF_blue_green,,iota_tail1,iota,
213,Tez Dozen Team β #093,697,1784.5958798871989,13,tex,,regular,regular,,rainbow,,,,beta_typeB,,rice,,,,,beta_typeA,no,,,beta_typeD,yes,,dark_ash,,beta_rare,beta,
87,Tez Dozen Team α #087,698,1782.9930931795366,13,#4bb6e3,,sextuple,regular,,yes,,,,alpha_typeC,,,,branches,,,alpha_typeA,yes,,,,yes,,orange,,alpha_typeA,alpha,alpha_typeC
2101,Tez Dozen Team κ #181,699,1782.5428958916093,16,#c69f92,kappa_bodyObj5,regular,regular,kappa_ptn11,,,,mountain,kappa_faceObj1,,kappa_fg22,,beer,,kappa_hat6,,no,coconut_tree,kappa_mouth10,,yes,,chickenF_1,,,kappa,
1086,Tez Dozen Team η #126,700,1781.8005376209355,18,#dbb80a,,regular,artist_original,grassland,,,,green_horse,eta_typeB,,,eta_typeB,dandelion,,lantern,flower4,no,ladybug,eta_typeB,,yes,grass2,darkbrown,,eta_typeB,eta,
178,Tez Dozen Team β #058,701,1781.4227048061455,14,tex,,sextuple,regular,,rainbow,,,,,,rice,,cane,,top_hat,beta_typeD,no,,,beta_typeC,yes,,brown,,beta_rare,beta,
3133,Tez Dozen Team μ #253,702,1780.32212207293,12,#d4b481,mu_bodyObj9,sextuple,regular,mu_ptn8,,,,,,,mu_fg26,,scepter,,mu_hat40,,no,,,,yes,,pigF_3,,,mu,
2489,Tez Dozen Team λ #089,703,1779.8657097222588,14,#f6c193,lambda_bodyObj3,regular,regular,,,,,cat2,lambda_faceObj9,,lambda_fg24,,lotus3,,lambda_hat10,,no,coconut_tree,,,yes,,dogF_4,,,lambda,
100,Tez Dozen Team α #100,704,1779.7378336472655,12,#ffcb82,,regular,regular,slash,yes,,,,alpha_typeA,,,,,,,alpha_typeD,no,,,,no,,lightgreen,,,alpha,alpha_typeD
3246,Tez Dozen Team μ #366,705,1779.2893871626704,12,#f2c0a3,mu_bodyObj15,regular,regular,,,,,,,,mu_fg4,,,,mu_hat8,,no,cat,,,no,crab,pigH_1,,,mu,
3310,Tez Dozen Team μ #430,706,1778.833117053347,14,#f0e952,mu_bodyObj6,sextuple,regular,mu_ptn22,,,,,mu_faceObj18,,mu_fg8,,icecream2,,,,yes,bird4,,,yes,smoke,pigE_5,,,mu,
1270,Tez Dozen Team θ #070,707,1778.7405721992172,17,#8dcbaa,scarfC,regular,regular,,,theta_typeF,,,theta_typeB,theta_typeC,theta_typeA,,water,,unicorn,theta_typeD,no,bush,theta_typeA,,yes,,palevioletred,,,theta,
2672,Tez Dozen Team λ #272,708,1778.5576917359003,14,#f6c193,lambda_bodyObj3,regular,regular,,,,,,lambda_faceObj10,,lambda_fg14,,peacock,,lambda_hat28,,yes,chafer,,,yes,,dogH_4,,lambda_tail0,lambda,
2990,Tez Dozen Team μ #110,709,1777.611681835577,12,#f0e952,,regular,regular,mu_ptn2,,,,,mu_faceObj9,,mu_fg22,,icecream2,,,,no,chafer,,,yes,,pigG_3,,,mu,
1859,Tez Dozen Team ι #419,710,1777.2019979138377,15,#bcad66,iota_bodyObj17,regular,regular,,,iota_ear4,,,iota_faceObj2,,iota_fg14,,,,iota_hat0,,no,flatfish2,,,no,pinetree2,monkeyA_green,,iota_tail1,iota,
2590,Tez Dozen Team λ #190,711,1775.539182708419,14,#ed9eff,,regular,regular,lambda_ptn15,,,,books,lambda_faceObj6,,lambda_fg1,,,,lambda_hat9,,no,moth,,,yes,pinetree2,dogB_1,,,lambda,
2504,Tez Dozen Team λ #104,712,1774.675995464766,13,#80ced3,,sextuple,regular,,,,,,lambda_faceObj1,,lambda_fg16,,ramen,,lambda_hat17,,yes,coral,,,yes,,dogG_7,,lambda_rare,lambda,
2417,Tez Dozen Team λ #017,713,1774.2869137611867,15,#8ed2d5,lambda_bodyObj7,regular,regular,lambda_ptn14,,,,,lambda_faceObj6,,lambda_fg18,,beer,,lambda_hat6,,no,mouse,,,yes,,dogF_4,,lambda_tail5,lambda,
3038,Tez Dozen Team μ #158,714,1774.1080263467186,13,#f0d458,mu_bodyObj8,sextuple,regular,mu_ptn8,,,,,,,mu_fg24,,scepter,,mu_hat14,,no,flatfish2,,,yes,,pigB_2,,,mu,
1796,Tez Dozen Team ι #356,715,1773.5910202792643,16,#8aa4c5,iota_bodyObj18,regular,regular,,,iota_ear10,,,iota_faceObj0,iota_faceTex0,iota_fg15,,,,iota_hat5,,yes,little_hamburger,,,yes,lizard2,monkeyA_green,,iota_tail3,iota,
3008,Tez Dozen Team μ #128,716,1769.3381929647016,13,#92ffe8,mu_bodyObj5,regular,regular,mu_ptn23,,,,,mu_faceObj7,,mu_fg34,,,,,,no,sun,,,no,flatfish3,pigA_2,,,mu,
3198,Tez Dozen Team μ #318,717,1768.0632861083805,14,#ecd89c,mu_bodyObj5,regular,regular,mu_ptn16,,,,,mu_faceObj1,,mu_fg35,,lotus3,,mu_hat48,,yes,,,,yes,smilebird,pigG_1,,,mu,
1603,Tez Dozen Team ι #163,718,1767.8636018307066,14,#d9d05f,iota_bodyObj32,regular,regular,,,iota_ear5,,,iota_faceObj6,,iota_fg5,,ramen,,iota_hat11,,yes,flatfish2,,,yes,,monkeyG_sandybrown,,,iota,
